"id","gender","role","language_english","duration_in_days","publications","organic_tweets","follower_global","followees_global","follower_researcher","follower_researcher_phd","follower_researcher_prof","follower_researcher_male","follower_researcher_female","follower_researcher_male_phd","follower_researcher_male_prof","follower_researcher_female_phd","follower_researcher_female_prof","follower_reciprocal_researcher","follower_reciprocal_researcher_phd","follower_reciprocal_researcher_prof","follower_reciprocal_researcher_male","follower_reciprocal_researcher_female","follower_reciprocal_researcher_male_phd","follower_reciprocal_researcher_male_prof","follower_reciprocal_researcher_female_phd","follower_reciprocal_researcher_female_prof","screen_name","real_name","dblp_url","twitter_screen_name","location0x2Eexists","has0x2Eurl","url0x2Ehas0x2Etilde","url0x2Ehas0x2Eacademic0x2Edomain","has0x2Edescription","description0x2Ehas0x2Epattern","language","default0x2Eprofile0x2Eimage","nof0x2Etweets","nof0x2Efollowers","nof0x2Efriends","friend0x2Efollower0x2Eratio","nof0x2Eself0x2Etweets","nof0x2Eretweets","retweet0x2Etweet0x2Eratio","nof0x2Etweets0x2Ewith0x2Eurl","fraction0x2Eof0x2Etweets0x2Ewith0x2Eurl","nof0x2Econf0x2Ehashtags","nof0x2Edistinct0x2Ehashtags","nof0x2Eoverall0x2Ehashtags","fraction0x2Eof0x2Edistinct0x2Ehashtags","nof0x2Econf0x2Ementions",
229255276,"male  ","NA       ",1,1106,"7  ",65,59,226,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,"asmatic77      ","Sergio Vera           ","http://dblp.uni-trier.de/pers/hd/v/Vera:Sergio.html           ","asmatic77      ","False","False","False","False","True ","False","True ","False",1108,59,226,3.8299,"714 ","400 ","0.3591","236 ","0.2118","17   ","302 ","419  ","0.7208","2 ",
229353904,"NA    ","NA       ",0,1105,"7  ",0,65,203,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"CharlesDugas   ","Charles Dugas         ","http://dblp.uni-trier.de/pers/hd/d/Dugas:Charles.html         ","CharlesDugas   ","True ","False","False","False","True ","False","False","False",28,65,203,3.1226,"13  ","15  ","0.5357","7   ","0.25  ","3    ","6   ","7    ","0.8571","2 ",
229393362,"male  ","NA       ",1,1105,"31 ",72,30,77,6,2,0,1,2,0,0,0,0,5,2,0,0,2,0,0,0,0,"cmsdengl       ","David England         ","http://dblp.uni-trier.de/pers/hd/e/England:David.html         ","cmsdengl       ","False","False","False","False","True ","False","True ","False",196,30,77,2.5658,"116 ","81  ","0.4112","68  ","0.3452","8    ","61  ","71   ","0.8592","1 ",
229533916,"NA    ","NA       ",1,1105,"14 ",2,44,56,6,1,0,3,0,1,0,0,0,6,1,0,3,0,1,0,0,0,"julindastefa   ","Julinda Stefa         ","http://dblp.uni-trier.de/pers/hd/s/Stefa:Julinda.html         ","julindastefa   ","True ","True ","True ","False","True ","True ","True ","False",23,44,56,1.2724,"19  ","4   ","0.1739","5   ","0.2174","0    ","2   ","2    ","1.0   ","1 ",
229619983,"NA    ","NA       ",0,1105,"27 ",401,145,108,10,2,2,2,2,0,1,1,0,4,1,1,1,0,0,1,0,0,"koujikozaki    ","Kouji Kozaki          ","http://dblp.uni-trier.de/pers/hd/k/Kozaki:Kouji.html          ","koujikozaki    ","True ","True ","True ","True ","True ","False","False","False",960,145,108,0.7448,"861 ","133 ","0.1338","456 ","0.4588","149  ","126 ","644  ","0.1957","4 ",
229683799,"male  ","NA       ",1,1104,"3  ",2,40,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mrvoxel        ","Chris Gibson          ","http://dblp.uni-trier.de/pers/hd/g/Gibson:Chris.html          ","mrvoxel        ","True ","True ","False","False","True ","True ","True ","False",294,40,89,2.2244,"220 ","65  ","0.2281","53  ","0.186 ","40   ","50  ","123  ","0.4065","3 ",
229777715,"NA    ","NA       ",1,1104,"3  ",5,30,130,7,1,0,4,0,0,0,0,0,6,1,0,3,0,0,0,0,0,"taheriyan      ","Mohsen Taheriyan      ","http://dblp.uni-trier.de/pers/hd/t/Taheriyan:Mohsen.html      ","taheriyan      ","False","True ","True ","True ","False","False","True ","False",20,30,130,4.3319,"10  ","10  ","0.5   ","10  ","0.5   ","15   ","12  ","17   ","0.7059","0 ",
229795336,"male  ","phd      ",0,1104,"36 ",4,60,77,16,5,2,13,1,4,2,1,0,9,4,0,7,1,3,0,1,0,"hendrikrichter ","Hendrik Richter       ","http://dblp.uni-trier.de/pers/hd/r/Richter:Hendrik.html       ","hendrikrichter ","False","True ","False","False","True ","True ","False","False",156,60,77,1.2831,"101 ","55  ","0.3526","50  ","0.3205","10   ","76  ","94   ","0.8085","3 ",
230118195,"female","NA       ",1,1103,"1  ",0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"mdpgutierrez   ","Maria Gutierrez       ","http://dblp.uni-trier.de/pers/hd/g/Gutierrez:Maria.html       ","mdpgutierrez   ","False","False","False","False","False","False","True ","True ",2,3,31,10.299,"0   ","2   ","1.0   ","1   ","0.5   ","1    ","1   ","1    ","1.0   ","0 ",
230177486,"male  ","NA       ",1,1103,"34 ",43,24,192,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"lucamuscariello","Luca Muscariello      ","http://dblp.uni-trier.de/pers/hd/m/Muscariello:Luca.html      ","lucamuscariello","True ","True ","False","False","False","False","True ","False",119,24,192,7.9967,"67  ","51  ","0.4322","81  ","0.6864","2    ","18  ","26   ","0.6923","3 ",
230558204,"male  ","NA       ",1,1102,"2  ",205,383,1999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MikeOzzy       ","Michael Osborne       ","http://dblp.uni-trier.de/pers/hd/o/Osborne:Michael.html       ","MikeOzzy       ","True ","True ","False","False","True ","True ","True ","False",1443,383,1999,5.2192,"875 ","590 ","0.4027","430 ","0.2935","119  ","465 ","912  ","0.5099","4 ",
230815459,"NA    ","NA       ",1,1101,"25 ",0,23,33,10,3,0,5,3,1,0,1,0,10,3,0,5,3,1,0,1,0,"DivBy          ","Rossano Venturini     ","http://dblp.uni-trier.de/pers/hd/v/Venturini:Rossano.html     ","DivBy          ","False","False","False","False","False","False","True ","True ",1,23,33,1.4342,"0   ","1   ","1.0   ","1   ","1.0   ","0    ","0   ","0    ","0     ","0 ",
231393078,"female","NA       ",0,1099,"5  ",6,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AlessandriniAnd","Andrea Alessandrini   ","http://dblp.uni-trier.de/pers/hd/a/Alessandrini:Andrea.html   ","AlessandriniAnd","False","False","False","False","False","False","False","True ",7,6,30,4.9917,"7   ","0   ","0.0   ","4   ","0.5714","1    ","1   ","1    ","1.0   ","0 ",
231704223,"NA    ","NA       ",1,1098,"8  ",0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"superyyzg      ","Yingzhen Yang         ","http://dblp.uni-trier.de/pers/hd/y/Yang:Yingzhen.html         ","superyyzg      ","False","False","False","False","False","False","True ","True ",3,3,5,1.6611,"3   ","0   ","0.0   ","3   ","1.0   ","0    ","0   ","0    ","0     ","0 ",
231722071,"NA    ","NA       ",1,1098,"3  ",17,44,88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"shashank_bits  ","Shashank Gupta        ","http://dblp.uni-trier.de/pers/hd/g/Gupta:Shashank.html        ","shashank_bits  ","True ","True ","False","False","True ","True ","True ","False",22,44,88,1.9995,"25  ","4   ","0.1379","17  ","0.5862","1    ","11  ","13   ","0.8462","0 ",
231759188,"NA    ","phd      ",1,1098,"2  ",8,27,162,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"ankurhandos    ","Ankur Handa           ","http://dblp.uni-trier.de/pers/hd/h/Handa:Ankur.html           ","ankurhandos    ","True ","True ","True ","True ","True ","True ","True ","False",122,27,162,5.9978,"87  ","50  ","0.365 ","18  ","0.1314","0    ","14  ","14   ","1.0   ","0 ",
231838628,"NA    ","NA       ",0,1098,"15 ",64,136,192,18,0,5,0,0,0,0,0,0,18,0,5,0,0,0,0,0,0,"ken1kob        ","Kenichi Kobayashi     ","http://dblp.uni-trier.de/pers/hd/k/Kobayashi:Kenichi.html     ","ken1kob        ","True ","True ","False","False","True ","True ","False","False",721,136,192,1.4117,"638 ","85  ","0.1176","215 ","0.2974","17   ","25  ","54   ","0.463 ","0 ",
232101976,"NA    ","NA       ",1,1097,"5  ",0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BihuanChen     ","Bihuan Chen           ","http://dblp.uni-trier.de/pers/hd/c/Chen:Bihuan.html           ","BihuanChen     ","True ","False","False","False","False","False","True ","False",1,1,8,7.9208,"1   ","0   ","0.0   ","0   ","0.0   ","0    ","0   ","0    ","0     ","0 ",
232156304,"NA    ","NA       ",1,1097,"12 ",0,7,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"jifengxuan     ","Jifeng Xuan           ","http://dblp.uni-trier.de/pers/hd/x/Xuan:Jifeng.html           ","jifengxuan     ","False","False","False","False","False","False","True ","True ",0,7,29,4.1369,"NA  ","NA  ","NA    ","NA  ","NA    ","NA   ","NA  ","NA   ","NA    ","NA",
232169311,"male  ","NA       ",1,1097,"8  ",159,133,96,13,2,0,5,0,0,0,0,0,6,0,0,3,0,0,0,0,0,"gannimo        ","Mathias Payer         ","http://dblp.uni-trier.de/pers/hd/p/Payer:Mathias.html         ","gannimo        ","True ","True ","False","False","True ","False","True ","False",359,133,96,0.7218,"362 ","24  ","0.0622","123 ","0.3187","101  ","241 ","337  ","0.7151","3 ",
232210555,"male  ","NA       ",0,1097,"31 ",9,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"htutui         ","Hiroshi Tsutsui       ","http://dblp.uni-trier.de/pers/hd/t/Tsutsui:Hiroshi.html       ","htutui         ","True ","False","False","False","False","False","False","False",65,11,39,3.5422,"59  ","6   ","0.0923","49  ","0.7538","0    ","5   ","5    ","1.0   ","0 ",
232351349,"male  ","professor",1,1097,"25 ",195,422,469,52,15,5,26,9,8,2,3,0,39,8,4,20,5,6,1,1,0,"plopesresearch ","Pedro Lopes           ","http://dblp.uni-trier.de/pers/hd/l/Lopes:Pedro.html           ","plopesresearch ","True ","True ","False","False","True ","True ","True ","False",3189,422,469,1.1113,"1996","1178","0.3711","1107","0.3488","1169 ","976 ","2618 ","0.3728","15",
232405667,"male  ","NA       ",1,1096,"6  ",2,128,500,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,"apridgen       ","Adam Pridgen          ","http://dblp.uni-trier.de/pers/hd/p/Pridgen:Adam.html          ","apridgen       ","True ","True ","False","False","True ","False","True ","False",238,128,500,3.9059,"175 ","62  ","0.2616","61  ","0.2574","13   ","58  ","63   ","0.9206","1 ",
232505277,"female","NA       ",1,1096,"2  ",0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sunshine00733  ","Xuan Luo              ","http://dblp.uni-trier.de/pers/hd/l/Luo:Xuan.html              ","sunshine00733  ","False","False","False","False","False","False","True ","True ",1,5,42,8.3832,"1   ","0   ","0.0   ","0   ","0.0   ","0    ","0   ","0    ","0     ","0 ",
232887889,"NA    ","professor",1,1095,"1  ",70,516,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Na2lah         ","Naelah Al-dabbous     ","http://dblp.uni-trier.de/pers/hd/a/Al=dabbous:Naelah.html     ","Na2lah         ","True ","False","False","False","True ","True ","True ","False",4108,516,289,0.5601,"2129","1048","0.3299","458 ","0.1442","9    ","408 ","771  ","0.5292","1 ",
233016125,"NA    ","phd      ",1,1094,"2  ",23,73,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"K2011D         ","Khaled Alotaibi       ","http://dblp.uni-trier.de/pers/hd/a/Alotaibi:Khaled.html       ","K2011D         ","False","False","False","False","True ","True ","True ","False",412,73,175,2.3969,"177 ","226 ","0.5608","127 ","0.3151","5    ","253 ","463  ","0.5464","1 ",
233149098,"NA    ","NA       ",1,1094,"2  ",602,1198,2001,8,0,0,4,2,0,0,0,0,6,0,0,3,2,0,0,0,0,"Anandstweets   ","Anand Sheombar        ","http://dblp.uni-trier.de/pers/hd/s/Sheombar:Anand.html        ","Anandstweets   ","True ","True ","False","False","True ","True ","True ","False",4682,1198,2001,1.6703,"1717","1482","0.4633","1977","0.618 ","1292 ","1053","3079 ","0.342 ","14",
233185268,"male  ","NA       ",1,1094,"1  ",41,78,196,5,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,"tfgrahame      ","Tom Grahame           ","http://dblp.uni-trier.de/pers/hd/g/Grahame:Tom.html           ","tfgrahame      ","True ","False","False","False","True ","False","True ","False",113,78,196,2.5125,"88  ","27  ","0.2348","86  ","0.7478","26   ","52  ","70   ","0.7429","0 ",
233281305,"male  ","NA       ",0,1094,"11 ",263,184,274,14,2,3,10,0,0,3,0,0,11,1,3,9,0,0,3,0,0,"javipeg        ","Javier P??rez         ","http://dblp.uni-trier.de/pers/hd/p/P==rez:Javier.html         ","javipeg        ","True ","False","False","False","True ","True ","False","False",5647,184,274,1.489,"1405","1780","0.5589","1075","0.3375","152  ","552 ","1056 ","0.5227","4 ",
233343656,"NA    ","NA       ",1,1093,"4  ",1,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"zzhangnpu      ","Zhang Zhen            ","http://dblp.uni-trier.de/pers/hd/z/Zhen:Zhang.html            ","zzhangnpu      ","True ","False","False","False","False","False","True ","False",8,2,20,9.9502,"8   ","0   ","0.0   ","1   ","0.125 ","0    ","0   ","0    ","0     ","0 ",
233358396,"NA    ","NA       ",0,1093,"85 ",4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"wombie3        ","Ichiro Ide            ","http://dblp.uni-trier.de/pers/hd/i/Ide:Ichiro.html            ","wombie3        ","False","False","False","False","False","False","False","False",17,4,3,0.7481,"17  ","0   ","0.0   ","0   ","0.0   ","1    ","6   ","13   ","0.4615","0 ",
233398164,"male  ","NA       ",1,1093,"51 ",198,135,95,27,7,3,12,1,3,1,1,0,15,2,2,7,0,1,1,0,0,"JohnCKrumm     ","John Krumm            ","http://dblp.uni-trier.de/pers/hd/k/Krumm:John.html            ","JohnCKrumm     ","True ","True ","True ","False","True ","True ","True ","False",379,135,95,0.7037,"377 ","17  ","0.0431","60  ","0.1523","6    ","37  ","66   ","0.5606","2 ",
233491567,"male  ","NA       ",1,1093,"3  ",276,3623,3680,21,2,7,11,1,1,4,0,1,21,2,7,11,1,1,4,0,1,"MichelBallings ","Michel Ballings       ","http://dblp.uni-trier.de/pers/hd/b/Ballings:Michel.html       ","MichelBallings ","True ","True ","False","False","True ","True ","True ","False",909,3623,3680,1.0157,"694 ","219 ","0.2399","790 ","0.8653","135  ","132 ","265  ","0.4981","7 ",
233788243,"NA    ","NA       ",1,1092,"8  ",481,181,335,9,0,0,6,1,0,0,0,0,5,0,0,3,1,0,0,0,0,"CourtCorley    ","Courtney Corley       ","http://dblp.uni-trier.de/pers/hd/c/Corley:Courtney.html       ","CourtCorley    ","True ","True ","False","False","True ","False","True ","False",3078,181,335,1.8507,"2111","977 ","0.3164","1187","0.3844","358  ","859 ","2449 ","0.3508","9 ",
233934971,"male  ","NA       ",1,1092,"2  ",9,95,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tomrobinsontv  ","Tom Robinson          ","http://dblp.uni-trier.de/pers/hd/r/Robinson:Tom.html          ","tomrobinsontv  ","True ","True ","False","False","True ","False","True ","False",61,95,249,2.6208,"53  ","8   ","0.1311","50  ","0.8197","1    ","15  ","19   ","0.7895","1 ",
234199225,"male  ","NA       ",1,1091,"19 ",9,18,70,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,"aminbits       ","Amin Anjomshoaa       ","http://dblp.uni-trier.de/pers/hd/a/Anjomshoaa:Amin.html       ","aminbits       ","False","False","False","False","False","False","True ","False",85,18,70,3.8867,"26  ","59  ","0.6941","48  ","0.5647","24   ","32  ","40   ","0.8   ","2 ",
234222189,"NA    ","NA       ",0,1091,"1  ",0,107,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nukunukupanda  ","Ryuichi Saita         ","http://dblp.uni-trier.de/pers/hd/s/Saita:Ryuichi.html         ","nukunukupanda  ","False","False","False","False","True ","False","False","False",650,107,306,2.8595,"525 ","122 ","0.1886","65  ","0.1005","0    ","17  ","32   ","0.5313","0 ",
234315238,"NA    ","NA       ",1,1091,"1  ",0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"niliguy        ","Nili Guy              ","http://dblp.uni-trier.de/pers/hd/g/Guy:Nili.html              ","niliguy        ","True ","False","False","False","False","False","True ","False",1,4,6,1.4963,"1   ","0   ","0.0   ","0   ","0.0   ","0    ","0   ","0    ","0     ","0 ",
234321271,"female","phd      ",1,1091,"5  ",72,95,130,21,6,0,6,8,1,0,3,0,16,4,0,4,6,1,0,2,0,"trevisiolando  ","Michele Trevisiol     ","http://dblp.uni-trier.de/pers/hd/t/Trevisiol:Michele.html     ","trevisiolando  ","True ","True ","False","False","True ","True ","True ","False",245,95,130,1.3683,"158 ","92  ","0.368 ","201 ","0.804 ","15   ","41  ","44   ","0.9318","5 ",
234534212,"female","NA       ",1,1091,"1  ",1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"hilt82         ","Elda Rrapi            ","http://dblp.uni-trier.de/pers/hd/r/Rrapi:Elda.html            ","hilt82         ","False","False","False","False","False","False","True ","True ",1,4,11,2.7431,"1   ","0   ","0.0   ","1   ","1.0   ","0    ","0   ","0    ","0     ","0 ",
234627184,"male  ","NA       ",1,1090,"4  ",32,81,116,7,0,1,6,0,0,1,0,0,4,0,0,4,0,0,0,0,0,"ewust          ","Eric Wustrow          ","http://dblp.uni-trier.de/pers/hd/w/Wustrow:Eric.html          ","ewust          ","False","True ","False","False","False","False","True ","True ",140,81,116,1.4319,"131 ","12  ","0.0839","14  ","0.0979","2    ","13  ","17   ","0.7647","0 ",
234735450,"NA    ","NA       ",0,1090,"24 ",5,42,54,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,"44nob          ","Yoshinobu Kawahara    ","http://dblp.uni-trier.de/pers/hd/k/Kawahara:Yoshinobu.html    ","44nob          ","False","True ","True ","True ","True ","False","False","True ",25,42,54,1.2854,"21  ","4   ","0.16  ","4   ","0.16  ","0    ","0   ","0    ","0     ","0 ",
234765383,"male  ","NA       ",1,1090,"54 ",0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TechQualify    ","Thomas Bauer          ","http://dblp.uni-trier.de/pers/hd/b/Bauer:Thomas.html          ","TechQualify    ","False","False","False","False","False","False","True ","True ",0,2,6,2.9851,"NA  ","NA  ","NA    ","NA  ","NA    ","NA   ","NA  ","NA   ","NA    ","NA",
234818948,"male  ","NA       ",1,1090,"3  ",143,210,790,5,1,0,2,1,0,0,1,0,4,1,0,2,1,0,0,1,0,"koidl          ","Kevin Koidl           ","http://dblp.uni-trier.de/pers/hd/k/Koidl:Kevin.html           ","koidl          ","True ","True ","True ","False","True ","False","True ","False",317,210,790,3.7617,"261 ","55  ","0.1741","199 ","0.6297","39   ","101 ","134  ","0.7537","3 ",
234982348,"NA    ","NA       ",1,1089,"24 ",14,38,133,7,1,0,3,1,1,0,0,0,3,0,0,1,0,0,0,0,0,"grigori_fursin ","Grigori Fursin        ","http://dblp.uni-trier.de/pers/hd/f/Fursin:Grigori.html        ","grigori_fursin ","True ","True ","False","False","True ","True ","True ","False",134,38,133,3.4991,"79  ","55  ","0.4104","54  ","0.403 ","1    ","2   ","2    ","1.0   ","0 ",
235085372,"male  ","NA       ",1,1089,"5  ",306,947,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dear_james     ","James Thomson         ","http://dblp.uni-trier.de/pers/hd/t/Thomson:James.html         ","dear_james     ","True ","True ","False","False","True ","True ","True ","False",875,947,620,0.6547,"823 ","50  ","0.0573","537 ","0.6151","49   ","130 ","180  ","0.7222","0 ",
235295182,"male  ","phd      ",1,1089,"2  ",293,231,171,13,3,1,8,4,1,1,1,0,10,3,1,5,4,1,1,1,0,"cpheth         ","Chris Phethean        ","http://dblp.uni-trier.de/pers/hd/p/Phethean:Chris.html        ","cpheth         ","True ","True ","False","False","True ","True ","True ","False",1452,231,171,0.7402,"1189","259 ","0.1789","402 ","0.2776","426  ","343 ","1029 ","0.3333","2 ",
235680428,"female","NA       ",1,1088,"2  ",0,56,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"raniaalsabbagh ","Rania Al-sabbagh      ","http://dblp.uni-trier.de/pers/hd/a/Al=sabbagh:Rania.html      ","raniaalsabbagh ","False","False","False","False","False","False","True ","False",258,56,169,3.0173,"127 ","124 ","0.494 ","13  ","0.0518","29   ","38  ","75   ","0.5067","0 ",
235760099,"female","NA       ",1,1087,"3  ",0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cmr1243        ","Cristina Robles       ","http://dblp.uni-trier.de/pers/hd/r/Robles:Cristina.html       ","cmr1243        ","False","False","False","False","False","False","True ","True ",41,2,7,3.4826,"41  ","0   ","0.0   ","39  ","0.9512","0    ","1   ","1    ","1.0   ","0 ",
235899514,"NA    ","professor",1,1087,"18 ",0,14,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"gayodiallo     ","Gayo Diallo           ","http://dblp.uni-trier.de/pers/hd/d/Diallo:Gayo.html           ","gayodiallo     ","True ","True ","False","False","True ","True ","True ","False",5,14,7,0.4996,"5   ","0   ","0.0   ","3   ","0.6   ","0    ","0   ","0    ","0     ","0 ",
235940917,"male  ","NA       ",1,1087,"17 ",303,163,147,8,4,0,3,1,1,0,1,0,4,2,0,2,1,1,0,1,0,"nnodstrum      ","Donn Morrison         ","http://dblp.uni-trier.de/pers/hd/m/Morrison:Donn.html         ","nnodstrum      ","True ","False","False","False","True ","True ","True ","False",1908,163,147,0.9018,"1061","842 ","0.4425","860 ","0.4519","157  ","392 ","789  ","0.4968","9 ",
236315117,"NA    ","NA       ",1,1086,"15 ",12,26,37,2,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,"Patrik_Arlos   ","Patrik Arlos          ","http://dblp.uni-trier.de/pers/hd/a/Arlos:Patrik.html          ","Patrik_Arlos   ","True ","False","False","False","True ","True ","True ","False",156,26,37,1.4225,"152 ","5   ","0.0318","9   ","0.0573","1    ","3   ","3    ","1.0   ","1 ",
236335580,"male  ","phd      ",0,1086,"4  ",7,29,38,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"antoniorporras ","Antonio R. Porras     ","http://dblp.uni-trier.de/pers/hd/p/Porras:Antonio_R=.html     ","antoniorporras ","True ","False","False","False","True ","True ","False","False",41,29,38,1.3099,"27  ","13  ","0.325 ","12  ","0.3   ","1    ","17  ","20   ","0.85  ","0 ",
236520226,"NA    ","phd      ",1,1086,"3  ",28,165,205,15,4,1,4,8,1,0,3,0,13,4,1,3,7,1,0,3,0,"altoombs       ","Austin Toombs         ","http://dblp.uni-trier.de/pers/hd/t/Toombs:Austin.html         ","altoombs       ","True ","True ","False","False","True ","True ","True ","False",149,165,205,1.2423,"131 ","18  ","0.1208","15  ","0.1007","40   ","29  ","69   ","0.4203","4 ",
236593313,"NA    ","NA       ",1,1086,"4  ",81,108,270,18,5,6,8,6,3,2,2,2,17,4,6,7,6,2,2,2,2,"ynagar1        ","Yiftach Nagar         ","http://dblp.uni-trier.de/pers/hd/n/Nagar:Yiftach.html         ","ynagar1        ","True ","True ","False","True ","True ","False","True ","False",557,108,270,2.4998,"419 ","135 ","0.2437","202 ","0.3646","49   ","123 ","187  ","0.6578","0 ",
236668818,"NA    ","NA       ",1,1085,"1  ",0,7,109,2,1,1,1,0,0,1,0,0,2,1,1,1,0,0,1,0,0,"yizhouzhang    ","Yizhou Zhang          ","http://dblp.uni-trier.de/pers/hd/z/Zhang:Yizhou.html          ","yizhouzhang    ","True ","False","False","False","False","False","True ","True ",0,7,109,15.5492,"NA  ","NA  ","NA    ","NA  ","NA    ","NA   ","NA  ","NA   ","NA    ","NA",
236761446,"male  ","NA       ",1,1085,"16 ",1546,443,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JustinHMa      ","Justin Ma             ","http://dblp.uni-trier.de/pers/hd/m/Ma:Justin.html             ","JustinHMa      ","True ","True ","False","False","True ","False","True ","False",5067,443,596,1.3453,"3083","116 ","0.0363","1813","0.5667","555  ","1436","2953 ","0.4863","0 ",
236784600,"female","NA       ",1,1085,"2  ",6,369,725,5,1,0,1,3,0,0,0,0,5,1,0,1,3,0,0,0,0,"crispjodi      ","Jodi Crisp            ","http://dblp.uni-trier.de/pers/hd/c/Crisp:Jodi.html            ","crispjodi      ","True ","False","False","False","False","False","True ","False",218,369,725,1.9647,"193 ","25  ","0.1147","35  ","0.1606","6    ","28  ","62   ","0.4516","0 ",
236841866,"male  ","NA       ",1,1085,"21 ",0,91,113,3,1,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,"jeremiahscholl ","Jeremiah Scholl       ","http://dblp.uni-trier.de/pers/hd/s/Scholl:Jeremiah.html       ","jeremiahscholl ","True ","False","False","False","True ","True ","True ","False",77,91,113,1.2416,"61  ","16  ","0.2078","21  ","0.2727","1    ","7   ","21   ","0.3333","0 ",
236846965,"NA    ","NA       ",1,1085,"5  ",2,18,78,2,1,0,1,1,1,0,0,0,2,1,0,1,1,1,0,0,0,"guoguibing     ","Guibing Guo           ","http://dblp.uni-trier.de/pers/hd/g/Guo:Guibing.html           ","guoguibing     ","False","True ","True ","True ","False","False","True ","False",29,18,78,4.3309,"10  ","18  ","0.6429","12  ","0.4286","12   ","8   ","15   ","0.5333","0 ",
236949764,"NA    ","NA       ",0,1085,"1  ",1,27,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R4ulp1nt0      ","Ra??l Garc??a         ","http://dblp.uni-trier.de/pers/hd/g/Garc==a:Ra==l.html         ","R4ulp1nt0      ","True ","False","False","False","False","False","False","False",64,27,91,3.3691,"36  ","28  ","0.4375","10  ","0.1563","0    ","9   ","9    ","1.0   ","0 ",
236986151,"male  ","NA       ",1,1085,"146",0,35,2,13,1,5,4,2,0,2,0,1,0,0,0,0,0,0,0,0,0,"marcelworring  ","Marcel Worring        ","http://dblp.uni-trier.de/pers/hd/w/Worring:Marcel.html        ","marcelworring  ","False","True ","True ","False","False","False","True ","False",1,35,2,0.0571,"1   ","0   ","0.0   ","0   ","0.0   ","0    ","1   ","1    ","1.0   ","0 ",
237031657,"NA    ","phd      ",1,1085,"11 ",7,86,196,10,0,2,3,3,0,0,0,1,10,0,2,3,3,0,0,0,1,"JoniGuerreiro  ","Jo??o Guerreiro       ","http://dblp.uni-trier.de/pers/hd/g/Guerreiro:Jo==o.html       ","JoniGuerreiro  ","True ","True ","False","False","True ","True ","True ","False",64,86,196,2.2788,"29  ","35  ","0.5469","32  ","0.5   ","20   ","29  ","44   ","0.6591","0 ",
237151321,"male  ","NA       ",1,1084,"1  ",2,65,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"designbyrobots ","Peter Groves          ","http://dblp.uni-trier.de/pers/hd/g/Groves:Peter.html          ","designbyrobots ","True ","True ","False","False","True ","False","True ","False",82,65,183,2.815,"60  ","24  ","0.2857","32  ","0.381 ","2    ","10  ","10   ","1.0   ","2 ",
