"id","gender","role","language_english","duration_in_days","publications","organic_tweets","follower_global","followees_global","follower_researcher","follower_researcher_phd","follower_researcher_prof","follower_researcher_male","follower_researcher_female","follower_researcher_male_phd","follower_researcher_male_prof","follower_researcher_female_phd","follower_researcher_female_prof","follower_reciprocal_researcher","follower_reciprocal_researcher_phd","follower_reciprocal_researcher_prof","follower_reciprocal_researcher_male","follower_reciprocal_researcher_female","follower_reciprocal_researcher_male_phd","follower_reciprocal_researcher_male_prof","follower_reciprocal_researcher_female_phd","follower_reciprocal_researcher_female_prof","screen_name","real_name","dblp_url","twitter_screen_name","location0x2Eexists","has0x2Eurl","url0x2Ehas0x2Etilde","url0x2Ehas0x2Eacademic0x2Edomain","has0x2Edescription","description0x2Ehas0x2Epattern","language","default0x2Eprofile0x2Eimage","nof0x2Etweets","nof0x2Efollowers","nof0x2Efriends","friend0x2Efollower0x2Eratio","nof0x2Eself0x2Etweets","nof0x2Eretweets","retweet0x2Etweet0x2Eratio","nof0x2Etweets0x2Ewith0x2Eurl","fraction0x2Eof0x2Etweets0x2Ewith0x2Eurl","nof0x2Econf0x2Ehashtags","nof0x2Edistinct0x2Ehashtags","nof0x2Eoverall0x2Ehashtags","fraction0x2Eof0x2Edistinct0x2Ehashtags","nof0x2Econf0x2Ementions",
14201474,"NA    ","phd      ",1,2109,"5  ",8,29,25,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"lzp            ","Zhongpeng Lin         ","http://dblp.uni-trier.de/pers/hd/l/Lin:Zhongpeng.html         ","lzp            ","True ","True ","True ","True ","True ","True ","True ","False",55,29,25,0.8618,"52  ","3   ","0.0545","36  ","0.6545","2    ","11  ","14   ","0.7857","1 ",
14206328,"male  ","NA       ",1,2108,"1  ",1129,4405,516,19,1,1,10,1,0,1,0,0,6,0,1,4,0,0,1,0,0,"myfear         ","Markus Eisele         ","http://dblp.uni-trier.de/pers/hd/e/Eisele:Markus.html         ","myfear         ","True ","True ","False","False","True ","True ","True ","False",29795,4405,516,0.1171,"2138","1060","0.3315","1686","0.5272","1087 ","941 ","2798 ","0.3363","5 ",
14227953,"male  ","NA       ",1,2106,"8  ",42,276,1055,8,1,1,4,0,0,1,0,0,7,1,1,4,0,0,1,0,0,"jtk            ","Jim Kleban            ","http://dblp.uni-trier.de/pers/hd/k/Kleban:Jim.html            ","jtk            ","True ","False","False","False","True ","False","True ","False",805,276,1055,3.8223,"625 ","184 ","0.2274","151 ","0.1867","37   ","86  ","157  ","0.5478","5 ",
14229738,"NA    ","NA       ",1,2106,"1  ",62,722,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"akshayk        ","Akshay Kumar          ","http://dblp.uni-trier.de/pers/hd/k/Kumar:Akshay.html          ","akshayk        ","True ","False","False","False","True ","False","True ","False",975,722,644,0.892,"733 ","233 ","0.2412","115 ","0.119 ","49   ","268 ","406  ","0.6601","4 ",
14234848,"male  ","NA       ",1,2105,"1  ",637,518,656,29,8,3,18,3,4,3,1,0,19,5,3,13,2,3,3,1,0,"acfoltzer      ","Adam Foltzer          ","http://dblp.uni-trier.de/pers/hd/f/Foltzer:Adam.html          ","acfoltzer      ","True ","True ","False","False","False","False","True ","False",9823,518,656,1.2664,"1910","1230","0.3917","677 ","0.2156","46   ","191 ","276  ","0.692 ","5 ",
14236062,"female","NA       ",1,2105,"1  ",470,355,480,8,3,0,3,3,1,0,1,0,4,1,0,1,2,0,0,0,0,"susiezhuang    ","Susan Zhuang          ","http://dblp.uni-trier.de/pers/hd/z/Zhuang:Susan.html          ","susiezhuang    ","True ","True ","False","False","True ","True ","True ","False",2841,355,480,1.3521,"2319","509 ","0.18  ","942 ","0.3331","224  ","383 ","680  ","0.5632","6 ",
14238872,"male  ","professor",1,2105,"89 ",129,954,1437,49,9,7,34,4,4,5,1,0,33,3,5,23,2,1,3,1,0,"gaedke         ","Martin Gaedke         ","http://dblp.uni-trier.de/pers/hd/g/Gaedke:Martin.html         ","gaedke         ","True ","True ","False","False","True ","True ","True ","False",3598,954,1437,1.5063,"3008","190 ","0.0594","378 ","0.1182","635  ","969 ","2157 ","0.4492","10",
14246062,"NA    ","phd      ",1,2104,"1  ",110,80,289,5,3,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,"mysore_pak     ","Janani Kalyanam       ","http://dblp.uni-trier.de/pers/hd/k/Kalyanam:Janani.html       ","mysore_pak     ","True ","False","False","False","True ","True ","True ","False",298,80,289,3.612,"264 ","35  ","0.1171","68  ","0.2274","9    ","73  ","76   ","0.9605","1 ",
14252137,"NA    ","NA       ",1,2103,"1  ",0,72,62,4,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,"paarijaat      ","Paarijaat Aditya      ","http://dblp.uni-trier.de/pers/hd/a/Aditya:Paarijaat.html      ","paarijaat      ","True ","False","False","False","False","False","True ","False",407,72,62,0.861,"406 ","1   ","0.0025","8   ","0.0197","3    ","5   ","6    ","0.8333","0 ",
14259695,"male  ","NA       ",1,2102,"1  ",339,1553,950,20,0,0,12,5,0,0,0,0,9,0,0,6,3,0,0,0,0,"davcron        ","Dave Cronin           ","http://dblp.uni-trier.de/pers/hd/c/Cronin:Dave.html           ","davcron        ","True ","True ","False","False","True ","False","True ","False",4801,1553,950,0.6117,"2880","320 ","0.1   ","830 ","0.2594","48   ","160 ","267  ","0.5993","7 ",
14263985,"female","NA       ",1,2101,"14 ",1,145,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SusanPrice     ","Susan Price           ","http://dblp.uni-trier.de/pers/hd/p/Price:Susan.html           ","SusanPrice     ","True ","True ","False","False","True ","False","True ","False",100,145,90,0.6206,"95  ","4   ","0.0404","6   ","0.0606","5    ","10  ","15   ","0.6667","0 ",
14266873,"male  ","phd      ",1,2101,"7  ",4,96,58,5,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,"fryksnes       ","Oscar Frykholm        ","http://dblp.uni-trier.de/pers/hd/f/Frykholm:Oscar.html        ","fryksnes       ","True ","False","False","False","True ","True ","True ","False",218,96,58,0.6041,"191 ","27  ","0.1239","23  ","0.1055","24   ","26  ","54   ","0.4815","1 ",
14267273,"male  ","NA       ",1,2101,"20 ",95,43,130,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"agentplaid     ","Patrick Widener       ","http://dblp.uni-trier.de/pers/hd/w/Widener:Patrick.html       ","agentplaid     ","True ","False","False","False","True ","False","True ","False",1126,43,130,3.0226,"994 ","131 ","0.1164","98  ","0.0871","19   ","135 ","149  ","0.906 ","8 ",
14269387,"male  ","NA       ",1,2101,"6  ",80,251,555,22,2,3,17,1,1,3,0,0,19,2,1,14,1,1,1,0,0,"gregbigwood    ","Greg Bigwood          ","http://dblp.uni-trier.de/pers/hd/b/Bigwood:Greg.html          ","gregbigwood    ","True ","True ","False","False","True ","True ","True ","False",2342,251,555,2.2111,"2127","215 ","0.0918","201 ","0.0858","68   ","213 ","320  ","0.6656","4 ",
14271294,"male  ","NA       ",1,2100,"6  ",141,228,176,7,0,2,3,0,0,2,0,0,5,0,2,2,0,0,2,0,0,"timcam         ","Tim Campbell          ","http://dblp.uni-trier.de/pers/hd/c/Campbell:Tim.html          ","timcam         ","False","True ","False","False","False","False","True ","False",5020,228,176,0.7719,"3176","23  ","0.0072","217 ","0.0678","55   ","219 ","298  ","0.7349","5 ",
14272929,"male  ","NA       ",1,2100,"13 ",0,147,323,8,1,1,5,1,0,1,0,0,6,1,0,3,1,0,0,0,0,"wirzm          ","Martin Wirz           ","http://dblp.uni-trier.de/pers/hd/w/Wirz:Martin.html           ","wirzm          ","False","True ","False","False","True ","False","True ","False",1022,147,323,2.1971,"900 ","118 ","0.1159","66  ","0.0648","52   ","228 ","315  ","0.7238","4 ",
14275066,"female","NA       ",1,2100,"4  ",71,713,414,58,16,10,22,12,6,6,2,1,44,13,9,18,9,4,5,2,1,"chloester      ","Chloe Fan             ","http://dblp.uni-trier.de/pers/hd/f/Fan:Chloe.html             ","chloester      ","True ","True ","False","False","True ","True ","True ","False",3786,713,414,0.5806,"3138","62  ","0.0194","183 ","0.0572","212  ","127 ","367  ","0.346 ","6 ",
14275528,"male  ","NA       ",1,2100,"2  ",64,164,288,4,1,0,1,1,0,0,0,0,4,1,0,1,1,0,0,0,0,"cfournie       ","Chris Fournier        ","http://dblp.uni-trier.de/pers/hd/f/Fournier:Chris.html        ","cfournie       ","True ","True ","False","False","True ","False","True ","False",2128,164,288,1.756,"1793","326 ","0.1538","387 ","0.1826","57   ","121 ","189  ","0.6402","4 ",
14280512,"male  ","NA       ",1,2099,"4  ",37,60,224,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"justin_sheehy  ","Justin Sheehy         ","http://dblp.uni-trier.de/pers/hd/s/Sheehy:Justin.html         ","justin_sheehy  ","True ","True ","False","False","True ","False","True ","False",161,60,224,3.7327,"150 ","11  ","0.0683","81  ","0.5031","16   ","32  ","37   ","0.8649","2 ",
14282361,"male  ","NA       ",0,2099,"2  ",333,608,531,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"martiusweb     ","Martin Richard        ","http://dblp.uni-trier.de/pers/hd/r/Richard:Martin.html        ","martiusweb     ","True ","True ","False","False","True ","False","False","False",7971,608,531,0.8733,"2623","551 ","0.1736","986 ","0.3106","76   ","305 ","397  ","0.7683","4 ",
14284157,"male  ","NA       ",1,2099,"7  ",76,5173,379,160,29,10,81,6,9,6,1,0,5,0,1,3,0,0,1,0,0,"DataMiningBlog ","Sandro Saitta         ","http://dblp.uni-trier.de/pers/hd/s/Saitta:Sandro.html         ","DataMiningBlog ","True ","True ","False","False","True ","False","True ","False",801,5173,379,0.0733,"797 ","6   ","0.0075","142 ","0.1768","12   ","14  ","25   ","0.56  ","0 ",
14289546,"NA    ","NA       ",1,2098,"6  ",15,121,209,24,5,5,10,2,2,3,0,0,20,4,4,10,2,2,3,0,0,"mosharaf       ","Mosharaf Chowdhury    ","http://dblp.uni-trier.de/pers/hd/c/Chowdhury:Mosharaf.html    ","mosharaf       ","True ","True ","False","False","False","False","True ","False",1174,121,209,1.7271,"906 ","264 ","0.2256","175 ","0.1496","23   ","104 ","116  ","0.8966","3 ",
14290525,"male  ","NA       ",1,2098,"1  ",263,5636,233,39,2,2,28,1,2,2,0,0,6,0,0,6,0,0,0,0,0,"dguido         ","Dan Guido             ","http://dblp.uni-trier.de/pers/hd/g/Guido:Dan.html             ","dguido         ","True ","True ","False","False","True ","False","True ","False",3618,5636,233,0.0413,"2445","735 ","0.2311","664 ","0.2088","53   ","259 ","405  ","0.6395","7 ",
14292921,"NA    ","NA       ",1,2098,"2  ",17,149,204,6,0,0,4,0,0,0,0,0,3,0,0,2,0,0,0,0,0,"charles_forsyth","Charles Forsyth       ","http://dblp.uni-trier.de/pers/hd/f/Forsyth:Charles.html       ","charles_forsyth","True ","True ","False","False","True ","True ","True ","False",1533,149,204,1.369,"1345","187 ","0.1221","105 ","0.0685","14   ","53  ","74   ","0.7162","1 ",
14295341,"male  ","NA       ",1,2098,"11 ",549,1224,518,32,5,3,19,8,3,3,2,0,10,2,2,6,3,1,2,1,0,"dullhunk       ","Duncan Hull           ","http://dblp.uni-trier.de/pers/hd/h/Hull:Duncan.html           ","dullhunk       ","True ","True ","False","False","True ","True ","True ","False",4047,1224,518,0.4232,"2435","759 ","0.2376","2429","0.7605","473  ","672 ","1505 ","0.4465","25",
14298695,"male  ","phd      ",1,2097,"3  ",0,348,297,8,3,0,6,1,2,0,0,0,4,1,0,3,1,1,0,0,0,"fax8           ","Fabio Varesano        ","http://dblp.uni-trier.de/pers/hd/v/Varesano:Fabio.html        ","fax8           ","True ","True ","False","False","True ","True ","True ","False",1180,348,297,0.8534,"1143","37  ","0.0314","147 ","0.1246","57   ","94  ","184  ","0.5109","2 ",
14300560,"NA    ","NA       ",1,2097,"20 ",18,26,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"udiw           ","Udi Weinsberg         ","http://dblp.uni-trier.de/pers/hd/w/Weinsberg:Udi.html         ","udiw           ","False","False","False","False","False","False","True ","True ",352,26,38,1.461,"207 ","145 ","0.4119","298 ","0.8466","5    ","15  ","17   ","0.8824","2 ",
14301066,"NA    ","phd      ",1,2097,"6  ",74,158,263,23,3,0,18,2,3,0,0,0,22,3,0,17,2,3,0,0,0,"selvers        ","Selver Softic         ","http://dblp.uni-trier.de/pers/hd/s/Softic:Selver.html         ","selvers        ","True ","True ","False","False","True ","True ","True ","False",929,158,263,1.6645,"721 ","209 ","0.2247","635 ","0.6828","213  ","280 ","1246 ","0.2247","11",
14303518,"female","NA       ",1,2097,"25 ",6,169,265,11,3,1,3,1,0,1,0,0,6,3,1,2,0,0,1,0,0,"yijisoo        ","Ji Soo Yi             ","http://dblp.uni-trier.de/pers/hd/y/Yi:Ji_Soo.html             ","yijisoo        ","True ","True ","True ","True ","True ","False","True ","False",608,169,265,1.568,"420 ","183 ","0.3035","108 ","0.1791","45   ","58  ","84   ","0.6905","3 ",
14307465,"NA    ","NA       ",1,2096,"21 ",248,1271,528,96,12,5,58,9,7,4,1,0,44,3,3,32,6,3,3,0,0,"avsm           ","Anil Madhavapeddy     ","http://dblp.uni-trier.de/pers/hd/m/Madhavapeddy:Anil.html     ","avsm           ","True ","True ","False","False","True ","False","True ","False",6327,1271,528,0.4154,"2457","730 ","0.2291","705 ","0.2212","99   ","214 ","410  ","0.522 ","8 ",
14311769,"male  ","NA       ",1,2096,"1  ",433,932,577,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"AndyHuang      ","Andy Huang            ","http://dblp.uni-trier.de/pers/hd/h/Huang:Andy.html            ","AndyHuang      ","True ","True ","False","False","True ","True ","True ","False",16776,932,577,0.6191,"3065","135 ","0.0422","414 ","0.1294","43   ","104 ","140  ","0.7429","2 ",
14318190,"male  ","NA       ",1,2095,"15 ",7,44,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"dtolpin        ","David Tolpin          ","http://dblp.uni-trier.de/pers/hd/t/Tolpin:David.html          ","dtolpin        ","True ","True ","False","False","True ","False","True ","False",232,44,64,1.4542,"227 ","2   ","0.0087","15  ","0.0655","1    ","7   ","48   ","0.1458","0 ",
14320600,"male  ","NA       ",1,2094,"8  ",953,5635,375,14,1,0,8,3,1,0,0,0,2,0,0,2,0,0,0,0,0,"timanderson    ","Tim Anderson          ","http://dblp.uni-trier.de/pers/hd/a/Anderson:Tim.html          ","timanderson    ","True ","True ","False","False","True ","False","True ","False",12709,5635,375,0.0665,"2995","205 ","0.0641","758 ","0.2369","391  ","156 ","609  ","0.2562","6 ",
14325486,"male  ","NA       ",1,2094,"3  ",17,116,137,12,1,0,8,4,0,0,1,0,7,1,0,4,3,0,0,1,0,"jhercher       ","Johannes Hercher      ","http://dblp.uni-trier.de/pers/hd/h/Hercher:Johannes.html      ","jhercher       ","True ","False","False","False","True ","False","True ","False",211,116,137,1.1809,"166 ","45  ","0.2133","80  ","0.3791","133  ","235 ","380  ","0.6184","0 ",
14327084,"male  ","phd      ",1,2094,"1  ",14,225,308,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"jimbz          ","Jim Braux-zin         ","http://dblp.uni-trier.de/pers/hd/b/Braux=zin:Jim.html         ","jimbz          ","True ","True ","False","False","True ","True ","True ","False",1449,225,308,1.3688,"1371","80  ","0.0551","57  ","0.0393","107  ","91  ","222  ","0.4099","3 ",
14327235,"male  ","NA       ",1,2094,"5  ",8,69,163,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"pterojacktyl   ","Jack Valmadre         ","http://dblp.uni-trier.de/pers/hd/v/Valmadre:Jack.html         ","pterojacktyl   ","True ","True ","False","False","True ","False","True ","False",401,69,163,2.362,"149 ","259 ","0.6348","95  ","0.2328","22   ","66  ","114  ","0.5789","0 ",
14328611,"male  ","NA       ",1,2093,"1  ",66,1765,1213,15,0,0,13,0,0,0,0,0,13,0,0,13,0,0,0,0,0,"mattokeefe     ","Matt O'keefe          ","http://dblp.uni-trier.de/pers/hd/o/O=keefe:Matt.html          ","mattokeefe     ","True ","True ","False","False","True ","False","True ","False",1960,1765,1213,0.6872,"1649","306 ","0.1565","314 ","0.1606","286  ","199 ","657  ","0.3029","6 ",
14329510,"male  ","NA       ",1,2093,"7  ",61,178,254,7,3,0,3,2,2,0,0,0,7,3,0,3,2,2,0,0,0,"samps          ","Adrian Sampson        ","http://dblp.uni-trier.de/pers/hd/s/Sampson:Adrian.html        ","samps          ","True ","True ","True ","True ","True ","False","True ","False",1281,178,254,1.4269,"1272","19  ","0.0147","100 ","0.0775","2    ","15  ","19   ","0.7895","1 ",
14331100,"female","phd      ",1,2093,"12 ",10,356,187,61,15,1,35,5,8,1,1,0,39,11,1,23,4,6,1,1,0,"sheilak        ","Sheila Kinsella       ","http://dblp.uni-trier.de/pers/hd/k/Kinsella:Sheila.html       ","sheilak        ","True ","True ","False","False","True ","True ","True ","False",340,356,187,0.5253,"223 ","113 ","0.3363","81  ","0.2411","74   ","81  ","127  ","0.6378","3 ",
14331818,"male  ","NA       ",1,2093,"5  ",842,2622,547,98,9,4,69,9,5,4,1,0,20,0,2,18,2,0,2,0,0,"edsu           ","Ed Summers            ","http://dblp.uni-trier.de/pers/hd/s/Summers:Ed.html            ","edsu           ","True ","True ","False","False","True ","True ","True ","False",14879,2622,547,0.2086,"2829","367 ","0.1148","1001","0.3132","146  ","191 ","439  ","0.4351","4 ",
14332867,"NA    ","NA       ",1,2093,"1  ",48,228,256,8,0,1,6,2,0,1,0,0,5,0,1,4,1,0,1,0,0,"lemonzi        ","Quim Llimona          ","http://dblp.uni-trier.de/pers/hd/l/Llimona:Quim.html          ","lemonzi        ","True ","True ","False","False","True ","True ","True ","False",542,228,256,1.1228,"305 ","238 ","0.4383","155 ","0.2855","44   ","167 ","228  ","0.7325","5 ",
14335160,"female","NA       ",1,2093,"1  ",913,28126,378,47,0,2,21,16,0,1,0,1,5,0,0,4,1,0,0,0,0,"halvorson      ","Kristina Halvorson    ","http://dblp.uni-trier.de/pers/hd/h/Halvorson:Kristina.html    ","halvorson      ","True ","True ","False","False","True ","True ","True ","False",21653,28126,378,0.0134,"2726","472 ","0.1476","532 ","0.1664","77   ","178 ","347  ","0.513 ","2 ",
14335702,"male  ","NA       ",1,2093,"4  ",120,203,287,3,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,"jsellens       ","John Sellens          ","http://dblp.uni-trier.de/pers/hd/s/Sellens:John.html          ","jsellens       ","True ","False","False","False","True ","False","True ","False",871,203,287,1.4137,"753 ","116 ","0.1335","77  ","0.0886","20   ","58  ","76   ","0.7632","2 ",
14337031,"male  ","NA       ",1,2093,"6  ",84,578,956,4,0,0,1,1,0,0,0,0,4,0,0,1,1,0,0,0,0,"rantonse       ","Roger Antonsen        ","http://dblp.uni-trier.de/pers/hd/a/Antonsen:Roger.html        ","rantonse       ","True ","False","False","False","True ","True ","True ","False",229,578,956,1.654,"186 ","53  ","0.2218","47  ","0.1967","14   ","79  ","133  ","0.594 ","1 ",
14337403,"male  ","NA       ",1,2092,"4  ",163,6984,185,106,1,0,75,7,0,0,0,0,4,0,0,4,0,0,0,0,0,"johnmontfx     ","John Montgomery       ","http://dblp.uni-trier.de/pers/hd/m/Montgomery:John.html       ","johnmontfx     ","True ","True ","False","False","True ","True ","True ","False",1999,6984,185,0.0265,"1848","148 ","0.0741","322 ","0.1613","49   ","91  ","191  ","0.4764","3 ",
14340451,"male  ","NA       ",1,2092,"1  ",269,1358,186,29,1,0,23,1,1,0,0,0,5,0,0,5,0,0,0,0,0,"mattdleonard   ","Matt Leonard          ","http://dblp.uni-trier.de/pers/hd/l/Leonard:Matt.html          ","mattdleonard   ","True ","True ","False","False","True ","False","True ","False",1992,1358,186,0.137,"1915","85  ","0.0425","161 ","0.0805","9    ","44  ","64   ","0.6875","1 ",
14340928,"male  ","NA       ",1,2092,"9  ",0,51,461,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"rolandha       ","Roland Haring         ","http://dblp.uni-trier.de/pers/hd/h/Haring:Roland.html         ","rolandha       ","True ","False","False","False","False","False","True ","False",20,51,461,9.0374,"20  ","0   ","0.0   ","1   ","0.05  ","0    ","2   ","2    ","1.0   ","0 ",
14341223,"male  ","NA       ",1,2092,"24 ",68,92,141,14,4,0,8,1,3,0,0,0,10,2,0,6,1,2,0,0,0,"adam_sporka    ","Adam J. Sporka        ","http://dblp.uni-trier.de/pers/hd/s/Sporka:Adam_J=.html        ","adam_sporka    ","True ","True ","False","False","True ","True ","True ","False",127,92,141,1.5324,"128 ","1   ","0.0078","71  ","0.5504","3    ","57  ","109  ","0.5229","0 ",
14341305,"NA    ","NA       ",1,2092,"2  ",0,115,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"amrita_chanda  ","Amrita Chanda         ","http://dblp.uni-trier.de/pers/hd/c/Chanda:Amrita.html         ","amrita_chanda  ","True ","False","False","False","False","False","True ","False",151,115,271,2.3563,"144 ","7   ","0.0464","26  ","0.1722","13   ","31  ","34   ","0.9118","1 ",
14341386,"NA    ","NA       ",1,2092,"8  ",619,336,513,20,3,1,13,6,1,1,2,0,16,2,1,12,3,1,1,1,0,"soilandreyes   ","Stian Soiland-reyes   ","http://dblp.uni-trier.de/pers/hd/s/Soiland=reyes:Stian.html   ","soilandreyes   ","True ","True ","False","False","True ","True ","True ","False",1968,336,513,1.5267,"1618","351 ","0.1783","488 ","0.2478","890  ","759 ","2200 ","0.345 ","8 ",
14345164,"male  ","NA       ",1,2092,"11 ",186,304,532,29,7,4,18,7,7,2,0,2,23,4,4,13,6,4,2,0,2,"pridkett       ","Patrick Wagstrom      ","http://dblp.uni-trier.de/pers/hd/w/Wagstrom:Patrick.html      ","pridkett       ","True ","True ","False","False","True ","True ","True ","False",3368,304,532,1.7499,"2936","259 ","0.0811","187 ","0.0585","206  ","289 ","561  ","0.5152","16",
14346943,"female","NA       ",1,2091,"1  ",5,73,97,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"caliu          ","Christine Liu         ","http://dblp.uni-trier.de/pers/hd/l/Liu:Christine.html         ","caliu          ","True ","True ","False","False","True ","False","True ","False",610,73,97,1.3286,"504 ","104 ","0.1711","17  ","0.028 ","49   ","44  ","157  ","0.2803","1 ",
14349894,"male  ","NA       ",1,2091,"2  ",2217,6741,837,25,5,2,17,4,3,1,1,1,3,0,1,3,0,0,1,0,0,"mbauwens       ","Michel Bauwens        ","http://dblp.uni-trier.de/pers/hd/b/Bauwens:Michel.html        ","mbauwens       ","True ","True ","False","False","True ","False","True ","False",38188,6741,837,0.1242,"3089","111 ","0.0347","2696","0.8425","171  ","347 ","667  ","0.5202","5 ",
14350387,"NA    ","phd      ",1,2091,"7  ",24,215,127,28,10,1,9,2,3,1,1,0,21,9,1,8,2,3,1,1,0,"giures         ","Sergiu Goschin        ","http://dblp.uni-trier.de/pers/hd/g/Goschin:Sergiu.html        ","giures         ","True ","True ","True ","True ","True ","True ","True ","False",343,215,127,0.5907,"262 ","82  ","0.2384","95  ","0.2762","10   ","22  ","28   ","0.7857","0 ",
14359764,"NA    ","NA       ",1,2090,"12 ",48,48,116,5,1,2,2,2,0,1,1,0,1,0,1,0,0,0,0,0,0,"gmelli         ","Gabor Melli           ","http://dblp.uni-trier.de/pers/hd/m/Melli:Gabor.html           ","gmelli         ","True ","True ","False","False","True ","True ","True ","False",67,48,116,2.4162,"49  ","18  ","0.2687","61  ","0.9104","8    ","21  ","23   ","0.913 ","0 ",
14360646,"male  ","NA       ",1,2090,"16 ",18,258,112,42,6,6,19,1,3,4,0,0,12,1,3,7,0,1,2,0,0,"markusweimer   ","Markus Weimer         ","http://dblp.uni-trier.de/pers/hd/w/Weimer:Markus.html         ","markusweimer   ","True ","True ","False","False","True ","True ","True ","False",405,258,112,0.4341,"285 ","114 ","0.2857","97  ","0.2431","49   ","115 ","141  ","0.8156","4 ",
14360752,"male  ","NA       ",1,2090,"1  ",95,586,882,7,0,0,4,0,0,0,0,0,7,0,0,4,0,0,0,0,0,"andrev         ","Andr?? Heie Vik       ","http://dblp.uni-trier.de/pers/hd/v/Vik:Andr==_Heie.html       ","andrev         ","True ","False","False","False","True ","True ","True ","False",2969,586,882,1.5051,"2199","768 ","0.2588","423 ","0.1426","110  ","257 ","549  ","0.4681","5 ",
14365056,"NA    ","NA       ",1,2090,"1  ",1714,280,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"akshaym        ","Akshay Mishra         ","http://dblp.uni-trier.de/pers/hd/m/Mishra:Akshay.html         ","akshaym        ","True ","True ","False","False","True ","False","True ","False",4246,280,76,0.2714,"2902","258 ","0.0816","451 ","0.1427","19   ","106 ","121  ","0.876 ","3 ",
14369971,"male  ","phd      ",1,2089,"15 ",817,2082,397,156,18,8,75,29,5,4,4,3,55,2,2,33,13,0,1,1,1,"juansequeda    ","Juan Sequeda          ","http://dblp.uni-trier.de/pers/hd/s/Sequeda:Juan.html          ","juansequeda    ","True ","True ","False","False","True ","True ","True ","False",14373,2082,397,0.1907,"2820","378 ","0.1182","649 ","0.2029","593  ","308 ","1550 ","0.1987","8 ",
14374965,"NA    ","NA       ",1,2088,"7  ",2,115,164,7,2,0,0,2,0,0,2,0,6,2,0,0,2,0,0,2,0,"feimeng        ","Fei Meng              ","http://dblp.uni-trier.de/pers/hd/m/Meng:Fei.html              ","feimeng        ","True ","True ","True ","True ","True ","False","True ","False",420,115,164,1.426,"404 ","15  ","0.0358","11  ","0.0263","11   ","7   ","17   ","0.4118","1 ",
14375300,"male  ","NA       ",1,2088,"15 ",114,120,142,8,1,0,4,0,0,0,0,0,5,1,0,3,0,0,0,0,0,"elathan        ","Elias Athanasopoulos  ","http://dblp.uni-trier.de/pers/hd/a/Athanasopoulos:Elias.html  ","elathan        ","True ","True ","True ","False","True ","False","True ","False",681,120,142,1.1832,"617 ","62  ","0.0913","143 ","0.2106","32   ","147 ","202  ","0.7277","0 ",
14376602,"male  ","phd      ",1,2088,"3  ",42,3273,252,7,1,2,4,1,0,1,0,0,3,1,1,2,0,0,1,0,0,"eaoliver       ","Earl Oliver           ","http://dblp.uni-trier.de/pers/hd/o/Oliver:Earl.html           ","eaoliver       ","True ","True ","False","False","True ","True ","True ","False",257,3273,252,0.077,"174 ","84  ","0.3256","117 ","0.4535","8    ","40  ","49   ","0.8163","1 ",
14381760,"male  ","professor",1,2087,"15 ",12,355,178,83,15,20,32,18,4,7,3,5,31,4,13,10,11,2,3,1,4,"bhecht         ","Brent Hecht           ","http://dblp.uni-trier.de/pers/hd/h/Hecht:Brent.html           ","bhecht         ","True ","True ","True ","True ","True ","True ","True ","False",417,355,178,0.5014,"201 ","214 ","0.5157","148 ","0.3566","52   ","61  ","86   ","0.7093","5 ",
14386483,"female","NA       ",1,2087,"1  ",65,503,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Julia0         ","Judy Williams         ","http://dblp.uni-trier.de/pers/hd/w/Williams:Judy.html         ","Julia0         ","True ","False","False","False","True ","False","True ","False",2281,503,552,1.0974,"2167","114 ","0.05  ","103 ","0.0452","6    ","208 ","310  ","0.671 ","2 ",
