id,gender,role,language_english,duration_in_days,publications,organic_tweets,follower_global,followees_global,follower_researcher,follower_researcher_phd,follower_researcher_prof,follower_researcher_male,follower_researcher_female,follower_researcher_male_phd,follower_researcher_male_prof,follower_researcher_female_phd,follower_researcher_female_prof,follower_reciprocal_researcher,follower_reciprocal_researcher_phd,follower_reciprocal_researcher_prof,follower_reciprocal_researcher_male,follower_reciprocal_researcher_female,follower_reciprocal_researcher_male_phd,follower_reciprocal_researcher_male_prof,follower_reciprocal_researcher_female_phd,follower_reciprocal_researcher_female_prof,location_exists,has_url,url_has_tilde,url_has_academic_domain,has_description,description_has_pattern,language,default_profile_image,nof_tweets,nof_followers,nof_friends,friend_follower_ratio,nof_self_tweets,nof_retweets,retweet_tweet_ratio,nof_tweets_with_url,fraction_of_tweets_with_url,nof_conf_hashtags,nof_distinct_hashtags,nof_overall_hashtags,fraction_of_distinct_hashtags,nof_conf_mentions
859841,female,NA       ,1,2488,16,35,175,412,6,0,2,2,0,0,0,0,0,6,0,2,2,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,246,175,412,2.3542,179,66,0.2694,143,0.5837,13,71,96,0.7396,2
864701,male  ,phd      ,1,2488,3,103,329,313,12,1,3,4,3,0,2,1,0,9,0,3,4,1,0,2,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1607,329,313,0.9513,1405,207,0.1284,169,0.1048,24,115,240,0.4792,3
884741,NA    ,NA       ,1,2488,3,463,394,372,18,3,2,12,2,2,2,1,0,4,0,1,2,0,0,1,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,3453,394,372,0.9441,1961,1219,0.3833,475,0.1494,108,408,655,0.6229,9
886081,female,NA       ,1,2488,1,81,2312,2418,16,3,4,9,3,0,4,1,0,8,1,2,4,2,0,2,1,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,492,2312,2418,1.0458,485,10,0.0202,157,0.3172,53,133,195,0.6821,1
892561,male  ,NA       ,1,2487,3,5,431,532,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,5008,431,532,1.2343,2274,893,0.282,146,0.0461,154,337,748,0.4505,9
899701,male  ,NA       ,1,2487,7,483,12074,1822,39,3,2,24,3,2,1,1,1,13,2,0,7,2,1,0,1,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,9312,12074,1822,0.1509,2867,330,0.1032,808,0.2527,99,225,438,0.5137,5
913841,male  ,NA       ,0,2487,3,68,242,440,2,0,1,1,1,0,0,0,1,2,0,1,1,1,0,0,0,1,True ,True ,FALSE,FALSE,True ,True ,FALSE,FALSE,2930,242,440,1.8181,2664,259,0.0886,217,0.0742,200,688,1134,0.6067,2
985931,male  ,NA       ,1,2486,160,441,983,1834,9,1,0,4,2,0,0,1,0,9,1,0,4,2,0,0,1,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,4104,983,1834,1.8657,2758,436,0.1365,849,0.2658,991,416,1582,0.263,8
1014471,male  ,NA       ,1,2486,37,3,96,38,28,5,1,15,3,2,1,0,0,14,0,1,11,1,0,1,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,73,96,38,0.3958,33,40,0.5479,23,0.3151,34,35,49,0.7143,0
1015041,male  ,NA       ,1,2486,96,158,109,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,203,109,1396,12.8062,205,8,0.0376,1,0.0047,0,1,1,1,0
1015341,male  ,professor,1,2486,22,1226,2173,530,34,6,8,20,7,2,6,2,1,16,2,5,12,3,1,3,1,1,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,22541,2173,530,0.2439,3014,182,0.0569,947,0.2963,24,65,125,0.52,1
1031591,male  ,NA       ,1,2486,8,1961,1833,1648,16,3,0,10,4,1,0,1,0,14,3,0,8,4,1,0,1,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,9881,1833,1648,0.8991,2137,1057,0.3309,1832,0.5736,1154,717,2935,0.2443,5
1033841,male  ,NA       ,1,2486,2,758,1268,314,20,2,10,13,5,1,7,1,2,7,1,4,6,0,1,4,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,17891,1268,314,0.2476,2299,895,0.2802,1059,0.3316,224,401,1098,0.3652,5
1039531,male  ,professor,1,2486,4,70,27078,2015,247,39,39,144,44,20,23,9,7,43,5,12,23,14,1,7,4,4,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1047,27078,2015,0.0744,938,103,0.0989,232,0.2229,30,70,98,0.7143,7
1051171,male  ,NA       ,1,2486,2,1275,32081,1232,225,37,28,109,45,15,13,10,6,37,3,9,20,11,1,4,1,3,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,14341,32081,1232,0.0384,2101,1090,0.3416,1383,0.4334,96,457,750,0.6093,6
1062201,male  ,NA       ,1,2485,5,4,146,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,798,146,262,1.7944,791,7,0.0088,9,0.0113,14,25,37,0.6757,0
1078971,female,NA       ,1,2485,5,162,1264,555,8,0,2,5,1,0,2,0,0,7,0,2,4,1,0,2,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1958,1264,555,0.4391,1849,120,0.0609,305,0.1549,36,254,380,0.6684,2
1099471,male  ,NA       ,1,2485,1,1,29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,36,29,64,2.2061,33,3,0.0833,6,0.1667,2,3,3,1,0
1104551,male  ,NA       ,1,2485,18,21,210,161,31,2,3,16,7,1,3,0,0,13,1,1,6,4,1,1,0,0,True ,True ,FALSE,True ,True ,True ,True ,FALSE,214,210,161,0.7666,132,83,0.386,40,0.186,58,72,133,0.5414,7
1111871,NA    ,NA       ,1,2485,21,341,1891,2032,90,15,1,54,12,7,1,2,0,65,8,1,43,10,4,1,2,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,10468,1891,2032,1.0746,1849,1339,0.42,1387,0.4351,500,445,1013,0.4393,15
1119501,male  ,NA       ,1,2485,4,50,1391,485,31,1,0,21,0,1,0,0,0,17,1,0,17,0,1,0,0,0,FALSE,True ,FALSE,FALSE,True ,True ,True ,FALSE,541,1391,485,0.3487,403,137,0.2537,162,0.3,49,78,108,0.7222,2
1121591,male  ,NA       ,1,2485,2,886,3064,2119,59,8,3,41,5,5,2,1,0,34,2,2,24,4,1,1,1,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,19073,3064,2119,0.6916,2529,664,0.208,896,0.2806,224,467,1145,0.4079,14
1147031,male  ,NA       ,1,2484,18,870,3859,1139,36,6,1,21,8,2,1,1,0,14,1,0,9,5,1,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,13534,3859,1139,0.2952,3135,65,0.0203,1025,0.3203,422,357,1112,0.321,3
1148081,male  ,NA       ,1,2484,22,251,1007,1794,36,4,5,22,8,2,3,2,0,29,2,5,19,6,2,3,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,2977,1007,1794,1.7815,2798,187,0.0626,280,0.0938,193,293,731,0.4008,1
1153581,male  ,NA       ,1,2484,66,124,2220,2138,223,37,10,115,36,16,6,7,2,144,23,9,80,24,9,6,6,2,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,2757,2220,2138,0.9631,2322,438,0.1587,390,0.1413,587,459,1279,0.3589,11
1175221,male  ,NA       ,1,2484,1,618,198697,1299,137,8,11,85,22,7,8,0,2,22,0,3,15,5,0,2,0,1,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,93485,198697,1299,0.0065,3181,19,0.0059,1073,0.3353,406,186,810,0.2296,14
1179641,male  ,NA       ,1,2484,1,42,168,211,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,755,168,211,1.2559,699,55,0.0729,92,0.122,23,82,107,0.7664,3
1230801,male  ,NA       ,1,2483,6,446,12687,97,97,6,10,63,15,4,9,0,1,5,0,1,4,1,0,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,4056,12687,97,0.0076,2481,714,0.2235,1259,0.3941,241,433,1085,0.3991,4
1235151,male  ,NA       ,1,2483,10,209,567,505,9,1,4,5,3,0,3,1,1,9,1,4,5,3,0,3,1,1,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1645,567,505,0.8906,1417,227,0.1381,298,0.1813,85,287,671,0.4277,4
1235521,male  ,NA       ,1,2483,7,1258,30444,861,209,14,12,144,11,8,10,0,0,24,0,0,18,2,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,14905,30444,861,0.0283,3008,188,0.0588,1082,0.3385,61,152,240,0.6333,1
1246421,male  ,NA       ,1,2483,6,459,4036,4435,267,36,12,164,36,18,9,7,2,174,19,7,111,31,9,6,7,1,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,13647,4036,4435,1.0989,1358,1829,0.5739,1585,0.4973,382,650,941,0.6908,18
1289331,male  ,NA       ,1,2482,3,313,458,881,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,9781,458,881,1.9235,3084,112,0.035,514,0.1608,19,128,267,0.4794,6
1290351,female,NA       ,1,2482,4,943,4798,613,118,26,21,50,35,6,12,11,4,38,3,11,14,11,0,6,1,2,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,34531,4798,613,0.1278,2841,359,0.1122,308,0.0963,79,250,401,0.6234,6
1298061,male  ,NA       ,1,2482,3,124,6150,2486,11,0,1,6,2,0,1,0,0,7,0,1,3,2,0,1,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,10607,6150,2486,0.4042,2056,1129,0.3545,879,0.276,378,658,1447,0.4547,8
1298261,male  ,NA       ,1,2482,2,101,407,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,810,407,717,1.7616,555,255,0.3148,445,0.5494,15,103,386,0.2668,1
1314101,NA    ,professor,1,2482,38,17,960,409,231,38,42,93,32,12,17,4,9,105,11,30,42,24,4,12,2,6,FALSE,True ,FALSE,FALSE,True ,True ,True ,FALSE,352,960,409,0.426,322,30,0.0852,51,0.1449,54,45,89,0.5056,3
1320161,male  ,phd      ,1,2482,14,324,856,295,113,35,15,56,23,19,7,9,4,29,9,8,14,10,4,3,4,3,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,6932,856,295,0.3446,1978,1211,0.3797,1187,0.3722,482,325,784,0.4145,14
1323551,NA    ,professor,1,2481,2,44,491,495,87,19,18,30,22,9,5,3,7,54,10,18,18,15,6,5,2,7,True ,True ,FALSE,True ,True ,True ,True ,FALSE,1484,491,495,1.0081,1166,324,0.2174,176,0.1181,109,227,380,0.5974,5
1340011,male  ,professor,1,2481,2,398,1813,426,12,1,1,4,5,0,0,1,1,9,0,1,2,4,0,0,0,1,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,5396,1813,426,0.235,2606,588,0.1841,1178,0.3688,545,536,1456,0.3681,3
1361151,male  ,NA       ,1,2481,1,35,156,701,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,457,156,701,4.4933,308,149,0.326,163,0.3567,14,74,85,0.8706,1
1421171,male  ,NA       ,1,2480,17,1059,226,224,21,0,3,9,3,0,1,0,1,15,0,3,6,1,0,1,0,1,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,4757,226,224,0.9911,2391,798,0.2502,2013,0.6312,167,628,1054,0.5958,14
1444261,NA    ,NA       ,1,2480,9,571,1547,534,91,15,16,62,5,11,12,1,1,45,6,9,25,5,3,5,1,1,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,9296,1547,534,0.3452,2364,827,0.2592,1174,0.3679,84,181,304,0.5954,7
1468801,male  ,professor,1,2479,1,625,1888,654,15,1,0,10,1,1,0,0,0,7,0,0,5,1,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,4627,1888,654,0.3464,2063,1123,0.3525,1534,0.4815,190,408,645,0.6326,11
1514211,male  ,NA       ,1,2479,9,3,297,292,43,7,13,23,11,3,7,1,4,40,6,13,21,11,3,7,1,4,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,280,297,292,0.9831,243,37,0.1321,19,0.0679,20,35,52,0.6731,3
1527461,NA    ,NA       ,1,2479,13,57,719,377,63,7,7,28,4,4,2,0,1,35,2,4,15,1,1,1,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,3357,719,377,0.5243,3063,137,0.0428,235,0.0734,147,263,483,0.5445,8
1538351,NA    ,NA       ,1,2479,28,3,65,41,7,0,2,3,2,0,1,0,1,2,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,910,65,41,0.6307,804,105,0.1155,106,0.1166,8,61,77,0.7922,0
1583811,male  ,NA       ,1,2478,1,545,5561,2356,32,2,1,27,3,1,1,1,0,13,0,1,13,0,0,1,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,21903,5561,2356,0.4237,2874,325,0.1016,602,0.1882,35,80,115,0.6957,4
1599351,female,NA       ,1,2478,11,369,2057,2197,38,6,5,15,13,1,1,4,2,33,4,5,13,12,1,1,3,2,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,3406,2057,2197,1.0681,2900,291,0.0912,995,0.3118,321,410,1476,0.2778,7
1604371,NA    ,phd      ,1,2478,21,50,122,247,14,4,2,6,2,1,1,0,0,9,4,2,3,1,1,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,687,122,247,2.0244,536,151,0.2198,93,0.1354,25,75,117,0.641,5
1625291,male  ,NA       ,1,2478,25,2,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,42,7,10,1.4265,42,0,0,1,0.0238,0,2,2,1,0
1675071,NA    ,NA       ,1,2478,13,1374,944,200,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,35493,944,200,0.2119,2810,379,0.1188,448,0.1405,8,138,499,0.2766,3
1689081,male  ,NA       ,1,2478,32,199,2545,2176,71,7,5,31,13,3,4,2,1,47,1,4,19,9,0,3,0,1,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,2929,2545,2176,0.855,2529,390,0.1336,227,0.0778,711,416,2251,0.1848,13
1689841,male  ,NA       ,1,2478,1,2,50,92,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,224,50,92,1.8396,210,18,0.0789,2,0.0088,2,5,5,1,2
1705871,male  ,professor,1,2477,34,1362,754,547,33,2,5,21,3,2,3,0,0,16,1,3,11,3,1,3,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,24518,754,547,0.7255,2455,733,0.2299,721,0.2262,596,537,1276,0.4208,4
1734101,male  ,NA       ,1,2477,1,447,124,200,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,2109,124,200,1.6128,1953,164,0.0775,886,0.4185,61,330,438,0.7534,5
1750471,male  ,NA       ,1,2477,29,664,205,90,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1418,205,90,0.439,1323,96,0.0677,1182,0.833,88,115,275,0.4182,2
1783481,female,NA       ,1,2477,5,1662,9883,1181,9,0,2,8,1,0,1,0,1,4,0,1,3,1,0,0,0,1,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,83612,9883,1181,0.1195,1987,1195,0.3755,2155,0.6772,152,552,1125,0.4907,11
1833561,male  ,NA       ,1,2476,5,966,4189,180,44,6,8,24,7,4,6,0,0,7,2,2,4,1,1,2,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,6657,4189,180,0.043,2612,587,0.1835,2002,0.6258,68,198,302,0.6556,10
1845211,male  ,phd      ,1,2476,3,77,693,706,22,3,3,12,2,2,2,0,0,14,2,2,8,2,1,2,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1216,693,706,1.0187,1088,134,0.1097,163,0.1334,82,173,329,0.5258,5
1851621,NA    ,NA       ,1,2476,3,923,683,1136,28,6,2,13,3,2,2,1,0,17,2,0,9,2,1,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,True ,14960,683,1136,1.6632,1519,1664,0.5228,1304,0.4097,304,587,951,0.6172,16
1855871,NA    ,NA       ,1,2476,23,213,712,356,68,9,6,32,6,3,5,1,0,41,5,4,23,3,2,4,1,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,5405,712,356,0.5,2295,902,0.2821,896,0.2803,539,601,1293,0.4648,24
1857391,NA    ,NA       ,1,2476,5,320,668,459,9,1,0,3,0,0,0,0,0,8,1,0,2,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,4541,668,459,0.6871,1747,1434,0.4508,1062,0.3339,94,468,622,0.7524,4
1866731,male  ,NA       ,1,2476,120,687,1657,1414,72,11,7,36,16,4,2,3,2,64,11,7,33,13,4,2,3,2,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,8965,1657,1414,0.8533,2875,324,0.1013,2201,0.688,686,355,1090,0.3257,4
1874641,NA    ,NA       ,1,2476,1,35,886,1077,7,0,2,4,3,0,2,0,0,5,0,2,3,2,0,2,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,1831,886,1077,1.2156,1577,252,0.1378,58,0.0317,477,289,1105,0.2615,3
1955231,NA    ,NA       ,1,2476,10,0,54,5,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,1,54,5,0.0926,1,0,0,0,0,0,0,0,0,0
1991321,female,NA       ,1,2475,24,439,456,460,33,2,2,14,3,1,0,1,0,27,1,2,10,3,0,0,1,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,4550,456,460,1.0087,2728,459,0.144,624,0.1958,185,608,1318,0.4613,5
2006841,male  ,NA       ,1,2475,23,491,2599,1494,58,1,1,43,2,0,1,0,0,20,0,1,16,2,0,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,5198,2599,1494,0.5748,1996,1178,0.3711,1493,0.4704,417,492,976,0.5041,8
2011111,male  ,NA       ,1,2475,3,126,278,974,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,784,278,974,3.5035,725,65,0.0823,112,0.1418,32,169,272,0.6213,3
2025101,male  ,professor,1,2475,28,198,886,746,103,18,12,45,12,4,9,2,0,72,13,7,35,11,3,6,2,0,True ,True ,True ,FALSE,True ,True ,True ,FALSE,3824,886,746,0.842,2202,992,0.3106,601,0.1882,130,296,438,0.6758,10
2046291,male  ,phd      ,1,2475,3,1,38,13,3,1,0,2,0,1,0,0,0,2,1,0,1,0,1,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1651,38,13,0.342,1644,7,0.0042,4,0.0024,1,4,4,1,0
2055361,male  ,NA       ,1,2475,2,141,816,1671,5,1,0,2,1,0,0,0,0,3,1,0,1,1,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,1630,816,1671,2.0478,1599,40,0.0244,306,0.1867,59,377,564,0.6684,5
2057701,male  ,professor,1,2475,122,121,279,193,14,0,3,12,0,0,2,0,0,8,0,3,7,0,0,2,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1103,279,193,0.6917,655,446,0.4051,385,0.3497,116,252,357,0.7059,5
2061681,male  ,NA       ,1,2475,4,593,840,99,74,8,12,33,12,1,8,3,1,11,0,2,6,1,0,1,0,1,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,3332,840,99,0.1179,3074,125,0.0391,1328,0.4151,382,353,821,0.43,18
2138491,male  ,NA       ,1,2474,5,761,1164,1899,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,5467,1164,1899,1.6314,2949,248,0.0776,2773,0.8674,1695,630,3025,0.2083,7
2189791,male  ,NA       ,1,2473,49,14,352,206,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,569,352,206,0.5852,386,178,0.3156,65,0.1152,10,48,84,0.5714,3
2319611,male  ,NA       ,1,2472,1,227,4065,690,43,1,2,31,1,1,2,0,0,8,0,0,7,1,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,23065,4065,690,0.1697,2877,319,0.0998,184,0.0576,17,80,94,0.8511,12
2331061,male  ,NA       ,1,2472,4,682,2895,2692,49,8,0,32,3,5,0,0,0,44,7,0,30,2,4,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,37556,2895,2692,0.9299,1511,1682,0.5268,1945,0.6091,1968,1204,3404,0.3537,23
2335431,NA    ,professor,1,2472,11,79,2207,681,78,16,9,29,12,4,6,3,2,50,10,9,22,9,3,6,1,2,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,7233,2207,681,0.3086,866,2301,0.7266,1553,0.4904,245,422,626,0.6741,13
2383781,male  ,NA       ,1,2471,106,299,2822,1279,92,18,10,47,22,10,3,3,4,47,8,8,30,9,6,2,1,4,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,3100,2822,1279,0.4532,2878,232,0.0746,735,0.2363,307,611,1568,0.3897,3
2384071,male  ,NA       ,1,2471,16,1339,1739364,1169,1323,133,105,729,142,61,59,18,12,37,0,3,32,2,0,3,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,28597,1739364,1169,0.0007,2134,1065,0.3329,1653,0.5167,269,388,770,0.5039,18
2490401,NA    ,NA       ,1,2471,NA ,47,370,119,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,508,370,119,0.3216,303,207,0.4059,209,0.4098,20,123,364,0.3379,0
2519891,male  ,professor,1,2471,33,256,932,348,151,39,15,65,17,14,9,3,1,51,14,9,30,10,7,5,1,0,True ,True ,True ,True ,True ,True ,True ,FALSE,759,932,348,0.3734,555,207,0.2717,479,0.6286,152,77,260,0.2962,4
2571701,male  ,NA       ,1,2471,4,87,19,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,170,19,115,6.0494,148,31,0.1732,114,0.6369,4,43,57,0.7544,3
2572131,male  ,professor,1,2471,11,46,917,396,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1253,917,396,0.4318,1234,20,0.0159,138,0.11,41,99,213,0.4648,3
2649941,NA    ,NA       ,1,2470,3,0,151,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1213,151,199,1.3178,1079,125,0.1038,47,0.039,32,143,193,0.7409,2
2653761,NA    ,professor,1,2470,44,132,625,870,25,3,4,10,6,2,2,0,1,22,2,4,9,5,1,2,0,1,True ,True ,True ,FALSE,True ,True ,True ,FALSE,1942,625,870,1.392,1221,709,0.3674,614,0.3181,435,736,1446,0.509,9
2668571,male  ,NA       ,0,2470,3,1169,545,1621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,True ,FALSE,FALSE,16611,545,1621,2.9743,2999,120,0.0385,2556,0.8195,27,85,154,0.5519,6
2678041,male  ,NA       ,1,2470,4,16,91,234,5,0,2,2,1,0,1,0,0,3,0,2,1,0,0,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,385,91,234,2.5711,215,169,0.4401,86,0.224,63,97,160,0.6062,5
2729061,NA    ,NA       ,1,2470,2,776,312125,1198,332,25,28,232,44,14,16,6,5,20,0,1,14,2,0,1,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,31632,312125,1198,0.0038,1714,1483,0.4639,2332,0.7294,63,277,428,0.6472,5
2730941,male  ,NA       ,1,2470,11,86,678,881,12,0,0,8,0,0,0,0,0,8,0,0,5,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,4130,678,881,1.2994,2754,440,0.1378,596,0.1866,577,363,1039,0.3494,15
2995951,male  ,NA       ,1,2468,1,20,464,776,3,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1559,464,776,1.6724,1537,22,0.0141,165,0.1058,45,154,384,0.401,0
3013951,male  ,NA       ,1,2468,25,31,1436,22,132,23,16,60,12,8,6,4,2,8,0,2,1,0,0,0,0,0,FALSE,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,889,1436,22,0.0153,880,9,0.0101,184,0.207,33,25,60,0.4167,3
3066401,male  ,NA       ,1,2467,4,323,969,1232,10,1,1,6,0,1,1,0,0,6,1,1,4,0,1,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,6768,969,1232,1.2714,2731,458,0.1436,724,0.227,78,363,727,0.4993,5
3080761,male  ,NA       ,1,2467,2,764,306550,354,360,36,24,186,26,18,12,4,2,12,0,1,10,1,0,1,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,22067,306550,354,0.0012,3156,43,0.0134,872,0.2726,15,63,97,0.6495,3
3091151,male  ,NA       ,1,2466,2,2,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,4,31,37,1.1932,3,1,0.25,2,0.5,0,0,0,0,0
3094891,female,NA       ,1,2466,56,185,2091,487,224,47,51,94,52,15,25,9,13,85,16,29,40,23,5,16,5,6,True ,True ,True ,True ,True ,FALSE,True ,FALSE,2668,2091,487,0.2329,2397,283,0.1056,369,0.1377,157,110,258,0.4264,5
3111041,NA    ,NA       ,1,2466,10,4,121,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,633,121,103,0.8512,633,0,0,119,0.188,0,1,1,1,0
3114531,male  ,NA       ,1,2466,16,3,556,68,41,4,11,27,2,3,7,0,1,13,2,4,11,0,1,4,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,562,556,68,0.1223,500,66,0.1166,53,0.0936,117,134,465,0.2882,1
3132481,NA    ,professor,1,2466,1,59,878,195,175,27,40,58,48,10,13,6,15,34,2,13,17,10,1,7,1,3,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1499,878,195,0.2221,1385,114,0.0761,126,0.0841,363,112,491,0.2281,2
