,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
vladounet      ,0.00E+00,0.00E+00,0.00E+00,1.30E+01,2.22E+02,2.39E+02,5.00E+01,9.30E+01,1.49E+02,1.60E+02,1.43E+02,8.20E+01,8.90E+01,1.40E+02
andre765       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00
cbaudoin       ,0.00E+00,0.00E+00,0.00E+00,2.88E+02,1.97E+02,1.78E+02,1.18E+02,1.32E+02,1.46E+02,1.15E+02,6.30E+01,7.60E+01,6.80E+01,5.40E+01
fengxizhou     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
svenkrause     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ArminSamii     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.49E+02,6.72E+02,3.85E+02,4.09E+02,5.11E+02,3.86E+02,4.66E+02
arijitd        ,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,3.00E+00,0.00E+00,8.00E+00,1.70E+01,4.00E+00,2.00E+00
KellyBlincoe   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.00E+00,3.00E+00,9.00E+00,6.00E+00,1.30E+01,4.10E+01,6.40E+01
matthewrbenton ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,6.20E+01,3.60E+01,1.01E+02,1.77E+02,4.20E+01,7.40E+01,2.80E+01,1.80E+01
yasumat        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.10E+02,4.13E+02,2.91E+02,2.05E+02,4.70E+01,5.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
jeskak         ,0.00E+00,0.00E+00,0.00E+00,1.20E+01,1.77E+02,3.49E+02,1.30E+02,3.80E+01,3.20E+01,1.50E+01,1.30E+01,1.00E+00,0.00E+00,4.00E+00
SandrinePromTep,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.85E+02,4.33E+02,4.27E+02,4.38E+02,4.94E+02,4.84E+02,4.63E+02
arikf          ,0.00E+00,0.00E+00,0.00E+00,6.80E+01,1.00E+00,1.00E+00,3.00E+00,1.00E+00,3.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.40E+01
dklospace      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
wangguangsen   ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,3.20E+01,4.40E+01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
YogiUnleashed  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.56E+02,1.07E+03,1.03E+03,2.84E+02,1.56E+02,7.10E+01,7.00E+01,5.10E+01,9.20E+01
qinneo         ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,5.00E+00,6.00E+00,2.00E+00,0.00E+00,0.00E+00,7.20E+01,8.80E+01,3.90E+01,5.30E+01,3.00E+00
DameWendyDBE   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.25E+02,7.09E+02,6.50E+02,8.05E+02,9.25E+02
AlanChoo       ,0.00E+00,0.00E+00,0.00E+00,5.08E+02,6.17E+02,4.00E+00,0.00E+00,0.00E+00,1.10E+01,4.00E+00,8.00E+00,4.00E+00,3.00E+00,2.00E+00
laclavik       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,8.00E+00,1.00E+01,5.00E+00,9.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00
jiadiyao       ,0.00E+00,0.00E+00,0.00E+00,4.00E+00,4.00E+00,2.20E+01,1.00E+01,4.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
gootobe        ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,3.00E+00,1.00E+00,4.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
jliu29         ,0.00E+00,0.00E+00,0.00E+00,5.00E+00,1.60E+01,6.00E+00,3.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00
ASLTV          ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.70E+02,4.11E+02,3.97E+02,3.35E+02,1.48E+02,1.00E+03,4.47E+02,7.40E+01,1.41E+02,4.20E+01
Anders0x7BC    ,0.00E+00,0.00E+00,0.00E+00,1.40E+01,1.00E+00,6.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
thy4go         ,0.00E+00,0.00E+00,0.00E+00,6.60E+01,1.70E+01,3.82E+02,2.17E+02,1.07E+02,8.70E+01,3.20E+01,1.10E+01,2.00E+01,0.00E+00,1.00E+00
gsrhodes       ,0.00E+00,0.00E+00,0.00E+00,2.57E+02,6.80E+01,1.00E+00,4.30E+01,1.81E+02,2.40E+02,1.56E+02,1.66E+02,7.80E+01,8.40E+01,1.60E+01
blogranger     ,0.00E+00,0.00E+00,0.00E+00,9.00E+00,1.10E+01,2.80E+01,1.50E+01,5.00E+00,8.00E+00,8.00E+00,5.00E+00,0.00E+00,5.00E+00,7.00E+00
lpfischer      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.23E+03
rodolfo2488    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,4.00E+00,1.00E+00
spyced         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.34E+02,3.52E+02,4.44E+02,8.07E+02,1.25E+03
invertedindex  ,0.00E+00,0.00E+00,0.00E+00,1.40E+01,9.00E+00,4.00E+00,2.20E+01,1.50E+01,9.00E+00,2.00E+01,2.30E+01,9.00E+00,3.00E+00,0.00E+00
sophiekkim     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
rusillini      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+01,2.00E+00,3.00E+00,2.00E+00,2.60E+01,2.20E+01,1.20E+01,1.20E+01,1.00E+00
etzioni        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.36E+02,1.03E+03,6.94E+02,6.49E+02,6.13E+02
thejuri        ,0.00E+00,0.00E+00,0.00E+00,8.20E+01,1.67E+02,3.23E+02,1.65E+02,6.30E+01,2.10E+01,2.60E+01,6.70E+01,3.31E+02,7.00E+00,3.00E+00
codermatt      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
rescrv         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.36E+02,4.84E+02,6.59E+02,9.20E+01,1.68E+02,2.13E+02,3.90E+01,2.00E+01
rfabbri        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,6.20E+01,8.80E+01,3.01E+03,2.20E+01,1.30E+01
veljkoveljko   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,1.40E+01,1.60E+01,1.30E+01,2.30E+01,1.80E+01
squalano       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.57E+02,1.18E+02,4.50E+01,2.10E+01,3.20E+01,2.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
jugander       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E+01,4.09E+02,6.03E+02,3.84E+02,3.75E+02,4.51E+02,5.62E+02,4.00E+02
alescoppelli   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.18E+02,7.51E+02,1.85E+02
gdinwiddie     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.20E+03
myudelson      ,0.00E+00,0.00E+00,0.00E+00,1.46E+02,2.10E+01,1.34E+02,8.20E+01,2.30E+01,1.17E+02,1.90E+01,3.30E+01,6.10E+01,1.04E+02,2.07E+02
ctreude        ,0.00E+00,0.00E+00,0.00E+00,1.69E+02,2.56E+02,1.84E+02,2.36E+02,1.28E+02,6.70E+01,9.00E+01,1.76E+02,1.08E+02,1.29E+02,1.65E+02
Variety_DSCohen,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
tillnm         ,0.00E+00,0.00E+00,0.00E+00,9.50E+01,2.78E+02,2.78E+02,3.03E+02,3.17E+02,3.42E+02,4.40E+02,4.69E+02,2.80E+02,2.70E+02,1.36E+02
sylvanlobo     ,0.00E+00,0.00E+00,0.00E+00,2.30E+01,7.40E+01,5.60E+01,1.50E+02,1.12E+02,7.20E+01,3.70E+01,3.00E+00,1.00E+00,3.00E+00,3.00E+00
dangiankit     ,0.00E+00,0.00E+00,0.00E+00,1.07E+02,3.08E+02,2.82E+02,2.59E+02,3.10E+01,7.60E+01,3.20E+01,3.20E+01,4.00E+01,3.00E+00,2.00E+00
david_lund     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.92E+02,8.74E+02,5.98E+02,5.57E+02,4.10E+02,2.15E+02,8.20E+01
a33kuo         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
songandyliu    ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,2.00E+00,2.00E+00,1.50E+01,9.00E+00,1.40E+01,1.26E+02
pmangg         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
gpraveenkumar  ,0.00E+00,0.00E+00,0.00E+00,2.27E+02,1.55E+02,5.00E+01,1.35E+02,1.25E+02,6.90E+01,3.80E+01,8.00E+00,1.00E+00,0.00E+00,0.00E+00
tfinholt       ,0.00E+00,0.00E+00,0.00E+00,2.35E+02,1.84E+02,1.90E+01,9.00E+00,6.00E+00,1.30E+01,1.30E+01,4.90E+01,5.70E+01,1.38E+02,2.09E+02
hansidm        ,0.00E+00,0.00E+00,0.00E+00,1.70E+02,7.99E+02,9.89E+02,1.70E+02,6.20E+01,1.40E+02,7.70E+01,3.90E+01,1.11E+02,2.90E+01,6.40E+01
yantor3d       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.32E+02,1.43E+03,1.34E+03
micropotato    ,0.00E+00,0.00E+00,0.00E+00,8.00E+00,2.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
codedivine     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.62E+03,1.04E+03,2.67E+02,1.03E+02,9.50E+01,1.00E+01,5.00E+01
jeanvdd        ,0.00E+00,0.00E+00,0.00E+00,8.00E+00,4.00E+01,4.80E+01,5.80E+01,1.77E+02,1.00E+01,9.00E+00,6.00E+00,1.20E+01,1.90E+01,2.10E+01
CopperKo       ,0.00E+00,0.00E+00,0.00E+00,8.10E+01,7.09E+02,9.51E+02,4.94E+02,2.14E+02,1.60E+01,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
NickRasmussen  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.00E+00,4.00E+01,1.10E+01,9.00E+00,8.00E+00,8.10E+01,3.00E+01,4.00E+00,3.00E+00
davidlazer     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.50E+02,2.29E+03
eraldoluis     ,0.00E+00,0.00E+00,0.00E+00,2.20E+02,2.94E+02,1.20E+02,1.00E+01,5.00E+00,3.40E+01,2.10E+01,3.70E+01,1.56E+02,4.62E+02,1.06E+03
xiady          ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
lmpeet         ,0.00E+00,0.00E+00,0.00E+00,4.60E+01,2.47E+02,6.60E+01,5.60E+01,3.76E+02,2.85E+02,4.39E+02,6.21E+02,2.13E+02,1.87E+02,9.90E+01
lcavallaro     ,0.00E+00,0.00E+00,0.00E+00,7.00E+00,0.00E+00,2.00E+00,2.92E+02,8.70E+01,6.00E+01,5.10E+01,6.00E+01,2.10E+02,2.21E+02,1.64E+02
shishong       ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,1.80E+01,2.20E+01,1.60E+01,1.10E+01,1.00E+01,2.00E+00,2.90E+01,4.20E+01
pingkunyan     ,0.00E+00,0.00E+00,0.00E+00,4.00E+00,1.30E+01,0.00E+00,9.00E+00,1.00E+00,8.00E+00,1.00E+00,9.00E+00,7.00E+00,4.00E+00,7.10E+01
quicklics      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
eduardosan     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,7.76E+02,7.88E+02,3.46E+02,3.53E+02,3.76E+02,1.53E+02,2.04E+02,1.80E+02
atasse         ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.40E+01,0.00E+00,7.00E+00,1.09E+02,3.44E+02,2.54E+02,8.20E+01,4.00E+00,0.00E+00,0.00E+00
dougnet220     ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.50E+01,5.00E+01,3.00E+00,0.00E+00,1.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00,2.00E+00
cyglor         ,0.00E+00,0.00E+00,0.00E+00,1.34E+02,1.18E+02,1.17E+02,1.48E+02,9.80E+01,8.10E+01,4.90E+01,6.60E+01,6.00E+01,5.00E+01,5.00E+01
zukjimote      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ritsos_p       ,0.00E+00,0.00E+00,0.00E+00,2.00E+01,2.11E+02,3.79E+02,1.66E+02,9.30E+01,2.34E+02,4.41E+02,2.13E+02,1.11E+02,9.30E+01,1.46E+02
burkhardzink   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
qi_hang        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.60E+01,1.00E+01,4.00E+00,0.00E+00,0.00E+00
NicolasLoubet  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.55E+02,1.83E+03,1.25E+03
WHATcorp       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.30E+01,2.39E+02,3.09E+02,3.27E+02,2.96E+02,3.16E+02,2.40E+01,5.70E+01,0.00E+00,0.00E+00
paolonesi      ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,2.00E+00,1.50E+01,2.80E+01,6.40E+01,8.50E+01,4.90E+02,2.65E+02,2.89E+02,2.03E+02,1.32E+02
loehmuc        ,0.00E+00,0.00E+00,0.00E+00,9.50E+01,7.00E+00,2.90E+01,7.30E+01,1.36E+02,1.57E+02,2.80E+01,3.00E+01,9.00E+00,5.00E+00,2.00E+00
alvaro_martinez,0.00E+00,0.00E+00,0.00E+00,1.20E+01,3.00E+00,5.50E+02,7.60E+02,4.66E+02,1.49E+02,4.40E+01,3.50E+01,4.90E+01,7.00E+00,3.00E+00
hussam         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ph_lpa         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.06E+02,1.28E+03,3.74E+02,8.90E+01,2.50E+01,7.00E+00,2.00E+00,5.00E+00,1.40E+01,4.00E+00
YinglongXia    ,0.00E+00,0.00E+00,0.00E+00,1.00E+01,2.00E+00,2.00E+00,8.00E+00,2.00E+00,1.00E+00,1.70E+01,1.40E+01,5.00E+00,8.00E+00,1.00E+01
gjhouben       ,0.00E+00,0.00E+00,0.00E+00,8.70E+01,5.90E+01,1.52E+02,2.22E+02,1.18E+02,2.42E+02,3.69E+02,4.85E+02,4.51E+02,5.38E+02,3.35E+02
alcemirsantos  ,0.00E+00,0.00E+00,0.00E+00,1.49E+02,3.76E+02,7.35E+02,1.97E+02,3.57E+02,1.68E+02,1.00E+02,6.20E+01,3.90E+01,3.90E+01,3.40E+01
proneat        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,5.00E+00,1.00E+00,5.00E+00,9.00E+00,0.00E+00,1.00E+00,4.00E+00,9.00E+00
fedorbakalov   ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Nicola_Marae   ,0.00E+00,0.00E+00,0.00E+00,3.00E+00,6.10E+01,2.55E+02,4.42E+02,2.90E+02,1.81E+02,1.03E+02,4.30E+01,5.00E+00,8.00E+00,1.00E+00
jamitzky       ,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,1.68E+02,2.26E+02,1.60E+02,2.26E+02,5.23E+02,5.93E+02,2.03E+02,2.12E+02,1.97E+02
danpres        ,0.00E+00,0.00E+00,0.00E+00,1.10E+01,8.00E+00,3.80E+01,1.00E+00,0.00E+00,3.70E+01,1.70E+01,8.00E+00,0.00E+00,0.00E+00,8.00E+00
felixwolf      ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,1.00E+00,3.30E+01,1.60E+01,8.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00
dmmata         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.58E+03,7.37E+02,0.00E+00,4.20E+01,3.40E+01,1.96E+02,4.12E+02,1.19E+02
yshikano       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.78E+02,6.33E+02,5.65E+02,1.86E+02,1.73E+02,2.00E+02,5.19E+02,5.50E+02
ldpnguyen      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
mccjpt         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.50E+01,8.20E+01,8.00E+01,1.70E+02,1.30E+02,1.05E+02,7.90E+01,7.60E+01,4.80E+01
loupvert       ,0.00E+00,0.00E+00,0.00E+00,2.00E+00,5.00E+00,1.08E+02,1.70E+02,1.66E+02,1.24E+02,8.70E+01,1.05E+02,2.79E+02,1.20E+02,1.67E+02
cterboven      ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,9.00E+00,5.00E+00,1.60E+01,2.00E+00,1.10E+01,3.00E+00,1.10E+01
skyrus         ,0.00E+00,0.00E+00,0.00E+00,5.00E+00,1.09E+02,4.80E+01,1.70E+01,0.00E+00,1.67E+02,7.20E+01,3.80E+01,4.50E+01,2.00E+01,5.00E+00
_mirandes      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+01,1.52E+02,8.90E+01,6.20E+01,2.80E+01,9.60E+01,2.60E+01,2.10E+01
daikeshi       ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.30E+01,2.40E+01,1.00E+01,4.30E+01,2.40E+01,3.00E+00,8.00E+00,5.00E+00,1.00E+00,1.60E+01
ph_singer      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.40E+01,2.50E+01,5.10E+01,1.75E+02,1.55E+02,1.17E+02,7.60E+01,4.80E+01,9.80E+01,7.20E+01
seanmcnee      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.00E+00,0.00E+00
abhinavdhall   ,0.00E+00,0.00E+00,0.00E+00,4.00E+00,1.30E+01,2.00E+01,2.80E+01,6.40E+01,1.40E+01,1.30E+01,7.00E+00,3.00E+00,2.60E+01,6.30E+01
vinayaugustine ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.70E+02,5.65E+02,2.63E+02,5.45E+02,7.51E+02,4.62E+02,3.61E+02,2.90E+01
jdonovan43     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Esteban_g      ,0.00E+00,0.00E+00,0.00E+00,1.75E+02,4.09E+02,1.79E+02,1.05E+02,0.00E+00,0.00E+00,1.91E+02,4.41E+02,1.80E+01,1.10E+01,4.00E+00
wosugi3        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.37E+02,1.28E+03,1.07E+03
marklee77      ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,2.00E+00,1.25E+02,5.60E+01,4.30E+01,3.00E+01,2.40E+01,1.10E+01,2.00E+00
jamieguillory  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,3.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
ashish_sureka  ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.13E+02,1.04E+03,1.38E+03,6.09E+02,2.00E+00
BoxingChen     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
anyUser666     ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
seanpmcb       ,0.00E+00,0.00E+00,0.00E+00,6.00E+00,2.09E+02,6.82E+02,5.21E+02,2.26E+02,2.15E+02,2.14E+02,7.80E+01,5.20E+01,0.00E+00,4.00E+00
fever81        ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
qigaosh        ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.40E+01,6.00E+00,8.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
andreamicheli  ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,4.00E+00,5.00E+00,9.00E+00,9.00E+00,2.60E+01,7.00E+00,3.00E+00,1.00E+00,0.00E+00
dsg22          ,0.00E+00,0.00E+00,0.00E+00,1.47E+02,2.67E+02,1.43E+02,1.51E+02,4.70E+01,2.10E+01,4.20E+01,1.24E+02,2.90E+01,6.90E+01,3.70E+01
cubeliu        ,0.00E+00,0.00E+00,0.00E+00,3.00E+00,4.00E+00,2.30E+01,6.00E+00,2.00E+00,1.30E+01,1.00E+01,9.00E+00,2.00E+00,0.00E+00,4.00E+00
mcmark64       ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,7.00E+00,1.10E+01,7.70E+01,2.70E+01,3.90E+01,3.20E+01,1.90E+01,1.20E+01,5.00E+00
hohhof         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.33E+02,2.26E+03,3.09E+02,0.00E+00,0.00E+00
jay_ess        ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,1.60E+01,1.60E+01,3.00E+00,0.00E+00,0.00E+00,5.00E+00,2.40E+01,0.00E+00,0.00E+00
KshitijMehta   ,0.00E+00,0.00E+00,0.00E+00,1.32E+02,5.45E+02,3.67E+02,1.89E+02,3.73E+02,7.40E+01,8.80E+01,6.80E+01,4.50E+01,2.00E+00,0.00E+00
igorkan        ,0.00E+00,0.00E+00,0.00E+00,1.70E+01,5.00E+00,1.40E+01,5.00E+00,4.00E+00,2.00E+01,1.00E+01,1.90E+01,1.40E+01,2.90E+01,8.00E+00
pxquim         ,0.00E+00,0.00E+00,0.00E+00,2.89E+02,3.10E+02,3.32E+02,1.04E+02,1.98E+02,1.59E+02,1.45E+02,1.42E+02,1.09E+02,2.10E+01,3.90E+01
claio0128      ,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,0.00E+00,0.00E+00
maribelacosta  ,0.00E+00,0.00E+00,0.00E+00,1.37E+02,2.84E+02,2.20E+01,4.70E+01,1.24E+02,3.60E+01,1.90E+01,5.00E+00,3.60E+01,3.80E+01,4.30E+01
nvnklk         ,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,3.00E+00,9.00E+00,0.00E+00,3.00E+00,2.00E+00,1.00E+00
